,Unnamed: 0,iso3,age,female,urban,edu,year,Vitamin B9,Vitamin B3,Vitamin B2,Total Milk,Zinc,Vitamin E,Vitamin D,Vitamin C,Vitamin B12,Vitamin B6,Vitamin A,Selenium,Potassium,Magnesium,Iron,Iodine,Dietary Sodium,Calcium,Added sugars,Dietary fiber,Dietary cholesterol,Plant omega-3 fat,Seafood omega-3 fat,Total omega-6 fat,Monounsaturated fatty acids,Saturated fat,Total protein,Total carbohydrates,Tea,Coffee,Fruit juices,Sugar-sweetened beverages,Yoghurt (including fermented milk),Cheese,Eggs,Total seafoods,Unprocessed red meats,Total processed meats,Whole grains,Refined grains,nuts and seeds,beans and legumes,potatoes,non-starchy vegetables,fruits,sum_food
17483,17483,CHL,999.0,999,999,999,2018,1.02558169946277,13.5909807971119,1.66524459694155,0.14850430853150248,6.02693572006382,4.14199734296875,3.17888088654402,47.9839661243368,1.4826123098424,1.02558169946277,390.986289108463,120.817172574668,2144.25383639851,98.033309295233,11.4380195248167,164.054662020606,2508.07673543521,692.855432829575,15.3779608648033,22.302638174132,344.389445010736,787.740250541086,130.27370164804,3.2190032291595,10.5780346807091,10.745743551494,85.622330328873,61.3104487895346,0.0004996602185920862,0.00019240334431627006,0.004211459412988231,0.2361939328444397,0.0317744962284388,0.010757934461017579,0.032660367561916245,0.012948785648076519,0.015452561364124429,0.04225276244999132,0.03145306109655483,0.1988957725231069,0.013997684283539386,0.010083413076229938,0.01553641232872382,0.10967331232570969,0.08491167230073161,1278.14474543061
18047,18047,CHN,999.0,999,999,999,2018,1.529242451691,18.6563016127142,1.37112024627249,0.03242094562800447,12.2021147035254,8.76389477459401,4.41444964785163,84.720734377104,3.36421186723895,1.529242451691,509.272038812332,113.097432504012,3356.76861767065,269.386668757806,12.0959856403183,133.438585112707,4000.46659696667,424.794771714254,0.608700267888947,21.4035858634714,270.177967093207,2812.12528752437,67.9736668630843,2.93143996230138,8.82125327302399,10.042017165005,71.7085423018912,59.942801068222,0.0010373386740358474,0.0003419411003080043,0.0004489756064372829,0.009002048272060342,0.006409102838841551,0.0015711120910854603,0.03449062397825595,0.0348388520174125,0.10181303095206479,0.004433727262276435,0.006236100132890554,0.3636153224026151,0.008606846517532935,0.013947132098980746,0.017488225421503162,0.28116576964825807,0.08213290535743675,1088.6282473134665
18611,18611,CIV,999.0,999,999,999,2018,1.38414272664395,14.6629739761493,1.20255445723324,0.04605297507642451,7.52966934688251,7.24982833460633,0.286935514343704,78.6038749251134,2.24896718017698,1.38414272664395,3042.09633639574,97.1937904163444,4467.58332899865,315.874618300475,3.8352569307682,90.11461822546768,2023.16480883939,461.680922773052,3.21066497505625,20.7446109771301,123.704858236704,490.423459946692,55.8112205922151,2.51493514967092,13.419757952628,9.876873328115932,65.6635370175215,62.3998179459533,0.0007228833531093035,0.0003778764140919567,0.020051024722469786,0.23334618153590433,0.014489743106468115,0.0007998934197368198,0.007364649375806484,0.07444637211010166,0.01849401413490846,0.007792366231512515,0.051348851401739525,0.2467350977921908,0.01341939425092941,0.006378885200816185,0.04300347937587103,0.13009505669582452,0.08508125580209451,713.3349854691673
19175,19175,CMR,999.0,999,999,999,2018,1.65267180723918,16.901985920015,1.1390002115394,0.04101340672473655,5.31024662694513,1.8499509656819,6.22211572898885,91.041279363206,2.27718393258312,1.65267180723918,2301.40618093629,100.500750691806,3130.81824950869,361.856099592858,7.26769516809278,71.190635817918,1374.48373431179,508.093266494901,2.96409006593631,30.06331790974,105.369835598588,773.715630059023,117.601282867939,2.63360073228495,14.9658597002157,4.44016542782698,64.6838671734231,51.3237202384515,0.000756765773949615,0.0002920282156654249,0.008705756136014823,0.2050110739664614,0.004855202861173171,0.0014312612862806835,0.008530578367097197,0.040873889808575564,0.012870006801400569,0.0031740388668395508,0.06812982403221228,0.2973525383723078,0.014874509569992537,0.02999704299055102,0.05483253929389932,0.12440671465296316,0.08289282227987936,1004.5908830294093
19739,19739,COD,999.0,999,999,999,2018,1.49408460830368,6.37959361718675,1.32393492885973,0.050691634186302084,4.44330163325376,5.22663545068086,1.66131379273613,99.1353911021601,1.05588082882415,1.49408460830368,2839.83500390891,94.1704860435437,2729.43442981953,282.769941277187,9.57775129009176,55.3040953720255,2920.9187526232,425.691694971103,5.91380930051285,21.7830495248607,143.662076538872,729.039279981521,266.007400558774,2.63969519485622,15.853589849262,16.3917814428628,29.8601962146373,54.8128718574774,0.0007327227186351924,0.0003859769636063686,0.01896409192271299,0.06926089019990044,0.008977905917797771,0.0006453709789695754,0.0014564340287417322,0.059334185597668565,0.015875794764056685,0.04132651309252034,0.016529329222655664,0.1736322732386913,0.03530777914377738,0.04186834700938671,0.04775387223607613,0.28889096433382594,0.12836591444467516,735.9814686878552
20303,20303,COG,999.0,999,999,999,2018,1.67758460125712,25.6201144542966,1.03455169946459,0.04378362044499211,4.84648753067326,8.88417302534252,2.28093247425236,80.480625338879,2.56119052279286,1.67758460125712,2143.22418496985,95.1110457701415,1988.06543742507,277.559911431979,5.49015796937092,56.7175912283724,1843.10681287745,476.757434425158,6.1624009287194,26.6101638223609,158.450592505697,475.413081570729,132.00307965337,2.55284475647119,14.0767316995029,9.544161345904508,81.6099136897778,61.0977762569802,0.0005313648673552025,0.00019511642883281182,0.021616420450506536,0.2499704233999106,0.02720834056906476,0.0006956706786045971,0.0009538904609409418,0.06856944874068253,0.021773832650548705,0.02748126379786669,0.06876498220930016,0.1769801963839516,0.009478244431254296,0.021718767284683735,0.03806756176512177,0.1360041704398687,0.08620668499651421,1041.0592796727528
20867,20867,COL,999.0,999,999,999,2018,0.939811768727301,10.3654871626928,1.08095168862477,0.030583442982156542,7.08596944265217,4.86029853415466,2.87605566465914,71.1599236280091,3.14499820014163,0.939811768727301,660.270799759127,107.885939897227,1499.6138245768,128.193877464657,9.20082676514356,166.672810719318,1128.61844737391,491.137081629294,14.1874697001292,17.9645827548482,272.411114822849,738.369089816681,115.18324232886,2.69009067263392,12.3314194465119,8.82620447378184,45.2178983261116,49.7425139646959,0.00030766355754111013,1.8318955703623475e-05,0.03235919159668431,0.4250053006790087,0.016876582026675954,0.004364289114576556,0.01848781243517552,0.023764498471801683,0.05785032394320226,0.04524292863556625,0.01714898090913264,0.14329833734642713,0.02654678234589864,0.01514341321993381,0.02714542175124454,0.056736152607146186,0.0591205594221247,1700.7056358051207
21431,21431,COM,999.0,999,999,999,2018,1.40104856048715,12.7240536000342,1.19423326521267,0.059951764976517954,7.00398389742601,11.3498333351973,0.322401800922521,97.5434896065912,2.13861021850929,1.40104856048715,1867.19550785527,95.52264100278228,2329.15000964557,295.044634699434,8.98125157054257,94.2226167339408,1961.56158745684,459.008941941095,6.17115946670297,21.6391504974712,135.833037390268,678.578004268006,64.8066301077894,2.5797289607462,11.4096742828262,9.21429310909687,56.8020383460356,61.6418865028528,0.0011712768387348923,0.000311814603413986,0.026395489757638023,0.240640669312042,0.018977458533224276,0.0010414322749087769,0.01182069786417212,0.06356250457635333,0.027556496671773102,0.006895587121618479,0.040988587400990595,0.22384790404722954,0.008947603471245725,0.010907599552543059,0.050289960095098625,0.10995828239851135,0.09673487050398427,882.1857793906606
21995,21995,CPV,999.0,999,999,999,2018,1.68192235624958,16.895149857135,1.29353620068773,0.060196687926767294,7.86418821207778,11.8324192231967,3.6488632471965,132.827582711504,2.51118699976112,1.68192235624958,1177.36402677304,95.34232440516672,2208.62104806391,303.514863418711,11.6222047861815,128.504872256963,2128.89174598128,620.094676855506,1.87512745960341,58.8207138658809,154.65401445205,797.369373935267,159.141149281477,2.71443824854098,12.2208587373496,11.4293058810821,74.7328687853736,57.7782168625917,0.0005253824627085531,0.00041248729481308856,0.014818889292773203,0.09227064193871647,0.01276079948250098,0.0012949465087535102,0.017446264184872527,0.02480928520569359,0.020126430274498425,0.006654943854691378,0.05958693023788311,0.2028148244964871,0.014096737660356275,0.029076438458399266,0.03742334046314424,0.1829184711321612,0.22276649912477975,1064.860143966176
22559,22559,CRI,999.0,999,999,999,2018,1.25834596808587,18.6578970298241,1.38312787189791,0.11555077989466284,8.74258766206145,5.28158294224699,3.77758757345752,59.7511057568624,3.38820846997427,1.25834596808587,1939.06173466311,116.899051802267,2287.8055788619,241.59910765411,6.48317640773448,162.816939078278,2578.37253625052,818.86921788564,13.9481498519277,23.8832115575628,295.543242374604,800.967703811155,185.000400689781,2.64265408548089,10.460140581725,10.9795336677449,67.2602300634875,55.9057941790394,0.0005527234604973084,0.0001183331051505206,0.020968996397994037,0.17113070647029022,0.014891527771883562,0.01017753971808101,0.024594230494461803,0.056960024826101574,0.05896585839987176,0.03570274148776903,0.028547761419845007,0.1819556173135131,0.006646933577545929,0.021815589125333754,0.02118557644091636,0.1288829823522033,0.10135207774387882,1290.9727601964557
23123,23123,CUB,999.0,999,999,999,2018,1.27633590075341,15.1196074135434,1.42948119790311,0.10701398830641237,8.9337611127947,7.25894090112971,2.86205337356769,82.5968003883725,3.40009886352385,1.27633590075341,1369.73848989335,108.320880348795,3365.90448054062,246.175343409957,6.88629693782576,167.759382830705,2387.12132344815,887.368334786102,15.8379055998529,7.01094787780503,379.78227363213,521.664534069796,40.8054988520966,2.59682476883829,14.1447170919529,6.66853271038375,79.5453545969327,58.3837422592262,0.000412920056669625,0.00011208734008156606,0.0211701932787961,0.2627078071200129,0.013065222406455287,0.009132942597287863,0.026472936576762748,0.007516039420399137,0.11039571759113186,0.030817763482066343,0.02651891340999876,0.17002743569761009,0.0002557673349610657,0.019844738286865504,0.009305560143050066,0.08684299873026943,0.0983869682211694,1326.36380018753
23687,23687,CYP,999.0,999,999,999,2018,1.57721833005116,21.2416210631822,1.57117440449871,0.08523369352191247,6.7917870412746,11.7299248338707,2.68041683692196,71.5347800177406,4.5456120148884,1.57721833005116,703.315301300843,88.3879771755231,2200.47218933082,246.563769697482,16.2737114885828,170.729213225166,2569.22250881547,723.636097805585,7.94168191481738,11.7174193960378,248.275515398108,1797.22847574361,317.804659713332,2.752247787311,13.6905399183225,12.2033772079575,75.8626517518841,47.7210505012439,0.0009044157068649056,0.0012229236932154931,0.04532401115937807,0.11853086804311874,0.04720567725654619,0.03794632644889918,0.015986580618192518,0.023502950540533158,0.07460839622411247,0.010156618710264638,0.11742041121131654,0.09580950761839871,0.004667170835657466,0.032148681513441614,0.10421083630237558,0.1233249441093489,0.06179598648642344,960.8506276937864
24251,24251,CZE,999.0,999,999,999,2018,1.5273550727,17.3806848687692,1.45359013306319,0.1231059473383281,7.50998103243807,9.49126184321898,4.44978946260202,82.2468413281582,3.97392041165862,1.5273550727,1187.3957413907,25.0249364398289,2407.00924444017,203.708831683844,16.8380532592769,108.367130198136,2932.34630221408,595.077744952981,7.63972732732844,17.563638625557,312.175211699213,824.37983538622,683.932930862217,2.62893810813825,11.7408742592693,14.0757190758567,51.569264820715,46.3127093581379,0.0007562229937125995,0.00046418844857520723,0.028799319607140453,0.07048628113801465,0.13242626432007876,0.02865974620286809,0.032989875726300265,0.0304618417510976,0.08485816245518561,0.05452687112758755,0.04631850870051718,0.02217537476544446,0.003978081427944286,0.01634761892618855,0.0887450957329658,0.13802490433146963,0.09687569500658116,765.0227918345748
24815,24815,DEU,999.0,999,999,999,2018,1.43136571739004,21.2090809394167,1.7693525217983,0.1378492944237016,8.94034935862956,9.01941771416289,1.72292207921019,91.8361727519503,4.74488762304273,1.43136571739004,1042.77016625651,93.5006058724227,2918.00870029714,291.605388430573,8.47914308519735,105.517900164839,2429.96653932407,1000.10988400069,8.6785621905734,25.1231362331719,275.043021936591,1328.07818671073,206.313301171944,2.65333335377675,12.5837660615809,15.0180085929091,91.0433878397149,46.1043799845647,0.000484798566167102,0.000802260226440116,0.02828994252985318,0.0821988763106586,0.036705240040777645,0.01954396342580136,0.018924278124392884,0.014379430118632176,0.0384373674662115,0.04995489998906287,0.060875087949286165,0.18080181185912755,0.0025539195648955648,0.004237538001143096,0.0545367246793779,0.15584843183175706,0.11357613489271355,1239.8093984291042
25379,25379,DJI,999.0,999,999,999,2018,1.7635397450862,19.5677667098642,1.10811473817441,0.022881978722722997,7.14599963278721,11.4518860927314,2.44724651649446,103.8713004229,2.50635724395017,1.7635397450862,1876.5598374296,90.119742657951,1274.40149926345,260.897261559812,6.67784707267602,104.699617911958,1750.24504400057,391.447856626677,21.483012330275,43.1336030635713,144.505549248273,437.858563718353,24.3928082110286,2.62070400512998,11.1289566919892,10.2617339604275,86.1965628583849,59.2683799955981,0.0006439963244032446,0.00015352580400755504,0.010407352406209594,0.2778040456112075,0.005109795700473835,0.0006997086281779886,0.013943213422901366,0.016406436906444243,0.010280747244103125,0.010532543458184673,0.03725443993270429,0.10937579230410681,3.873611368289509e-05,0.09298182360211708,0.27343029824224485,0.04971772072873962,0.06833784484756827,2139.225223302795
25943,25943,DMA,999.0,999,999,999,2018,1.22259298164125,14.1066289629969,1.36222894636594,0.14015922261705016,5.81593331657886,14.5173750851548,3.34340308578417,97.88122856263432,3.34178380538051,1.22259298164125,1397.16247534716,113.323087259888,3422.61631899215,246.838028655132,8.04756943621252,117.827063088436,2452.57180199534,837.133484718662,10.7630875364353,15.7626009197306,179.183383262131,536.333102612638,80.9633276532321,2.50245350397662,12.7096942749112,10.9049217326316,58.9899925599738,57.744690626584,0.0010902126605095246,3.0582193670995e-05,0.021493886807440476,0.19902000675094234,0.01953587925730803,0.01151388616967499,0.017244163598782197,0.018142658464450952,0.024781999162507756,0.012913990361333815,0.03149396729968583,0.19284540694972654,0.004628097718414263,0.03179023744389175,0.055433247926799906,0.10728596753281956,0.110596587084991,960.5897312420366
26507,26507,DNK,999.0,999,999,999,2018,1.66080551558505,20.1312690999939,1.98185481441553,0.21273425267550408,14.8401595992093,8.97588533374274,4.16052820634957,97.6315436586781,4.67117589459467,1.66080551558505,786.596002086626,84.8443210509714,3380.72794557371,335.591733687554,12.2469801824581,195.463917794601,2715.64781733736,1006.88023215502,17.6343645345193,22.7415327343388,255.393387574838,979.875770032162,314.290161497074,2.58229562236027,14.40758847337,13.8179732470643,86.6900780426473,47.5777848299479,0.001011061328679329,0.000646623820972625,0.048315170958885295,0.07938428178774395,0.06947975329167974,0.03231168113711329,0.016799724052833285,0.04118970530855213,0.06105453856961789,0.04092459936277148,0.050746071456958135,0.01852610166393984,0.009305910940672285,0.026283323711764724,0.05159955680425676,0.1373569689990082,0.10233067412904696,880.9930968279502
27071,27071,DOM,999.0,999,999,999,2018,1.40395363962316,21.2074612036943,1.2578931003191,0.08488546934065343,6.10785525816309,4.24412298345428,3.03188571650195,119.433518580889,3.40136492601823,1.40395363962316,2438.12606392316,110.941082085184,2145.35002891137,256.287470458065,4.80480241025704,146.771786419689,2340.73806693926,736.119769611345,9.00000093486666,18.3628984739246,273.07287009428,859.212207993129,142.195873562127,2.71787139801431,10.4750807517322,10.9363764272786,69.6764415859068,55.8727356685074,0.00043635839549906647,0.00013333289047577849,0.04518426288010659,0.2163287397896754,0.004624855549616941,0.00710685777963702,0.01667491272418571,0.013264717135539032,0.041589409957212206,0.030437155110805792,0.013816590052226763,0.2426618838411402,0.0011405562229894737,0.03809982386568361,0.037559819505608695,0.0865983101714254,0.11945694478751889,1195.6906753582864
27635,27635,DZA,999.0,999,999,999,2018,1.77505872821129,22.9666371195139,1.36238689694279,0.10510941699395306,5.49363428431487,6.15583891472046,1.91178617478282,127.779351467538,3.46013521546873,1.77505872821129,619.807852161094,154.79418631696,2350.31382063807,262.703378569713,11.9952589373198,135.04358972792,3102.61141803892,758.258463217969,11.1372694731456,24.6000469108231,389.668750268636,848.502491364955,18.1018770245171,2.59117999621991,16.3824617355613,12.9974363856417,68.1959825086565,56.3239008282898,0.0005962439839763171,0.00024613358219999296,0.0158005946343695,0.159237384502533,0.032895278566893345,0.01695963827301501,0.02378112094112289,0.01671422186847502,0.026969641908500232,0.006741884151084499,0.018566738196809884,0.2992164701862975,0.003897902062113726,0.013213377471111417,0.06873490194341157,0.13592065137526108,0.05539839935887196,1435.5943384904795
28199,28199,ECU,999.0,999,999,999,2018,1.40767317658399,19.9066537890071,1.40087149742912,0.0646789986663373,4.98680551939031,4.621473702621,3.15701154912119,86.1341146742776,3.31586284778063,1.40767317658399,379.376146367327,107.949155034187,1819.11646135421,203.274403457613,4.94347851132394,138.1423808986,2506.99092612834,809.972579598586,11.6752369883376,20.4715765223013,264.363161353183,788.467984885196,98.89841825473188,2.63793645068547,8.71756897861768,13.3673428725996,24.8468560270894,62.2069705001957,0.0004631660245484962,0.00017844632583808648,0.05105489120503612,0.4220285633182429,0.0185971639774738,0.003916483735257986,0.01489173751424999,0.01660999613607167,0.04547457166726731,0.003543939315723391,0.02645921232667041,0.167530342652909,0.002365899418421636,0.013191365410091024,0.032887207608898114,0.09369503705438498,0.022432977642577862,1158.762673407629
28763,28763,EGY,999.0,999,999,999,2018,1.71886825015828,21.7885308391337,1.2787156597214,0.05892492684533108,5.37691496265167,7.66179488780395,1.65200612641897,103.42895384118,3.32645523814023,1.71886825015828,899.824431826897,153.047580849351,2500.88079568828,238.073307906548,8.50938385449905,120.985939304943,3003.33905843105,682.773383182421,10.3491384416953,38.5902170641606,261.415585663282,573.575606277943,78.8301487617842,2.60402235470185,19.3714566912045,7.90761818584258,68.3580816146882,57.4602570023539,0.0014198660539559082,0.0007398678238580864,0.021432241341612625,0.1301256061372257,0.01693608515262025,0.007150707911516602,0.024388291933758435,0.01658916427645288,0.03521846271449035,0.008513553988828873,0.02553783589188279,0.24413587698848774,0.0023218700033911747,0.010278040120420438,0.12313000561179419,0.1708517298938182,0.10230586731055463,864.2851878652758
29327,29327,ERI,999.0,999,999,999,2018,1.39791143010967,12.7024729504248,1.20379616036788,0.04988185820908565,7.04561625946871,9.674759863343413,0.304581719726077,95.3724206551579,2.26015597805885,1.39791143010967,2140.50263689035,94.6576899308541,2290.95405422039,292.106815578843,7.57756359253928,99.9302992089814,1945.90942957907,457.820743232319,10.0765665021027,28.6022611835971,148.686980719328,697.968758530428,93.1158957900561,2.60030418001267,11.4124053920035,9.30529901195416,60.6311519024622,61.4018425615175,0.0009819766788685873,0.0002931843477566996,0.0125598893900108,0.2507396494292846,0.009226256343172758,0.0011297487171063006,0.008444726515859962,0.05134881388320185,0.02323593806460801,0.005191367850163702,0.035887490582183525,0.3399615064411385,0.009813398518267052,0.027552581810813742,0.05021862041176801,0.06761038075461538,0.055922612052095026,1025.3884372748623
29891,29891,ESP,999.0,999,999,999,2018,1.55080886552969,17.8115768917118,1.66484957076965,0.22012720842645436,8.81678124284776,7.73777018638375,3.47153222405576,76.70606642008,4.55972384001168,1.55080886552969,766.063413286184,93.62860255657948,2996.56468472034,260.317858167236,16.0735301898279,191.951948300857,2644.07367787094,816.445941416873,7.31214679289157,16.6790620833404,280.625014578954,1994.40823320525,1079.35307730292,2.76293547604923,11.387315220907,12.7461075971065,82.3903942820657,46.3981736673495,0.0006284517173880958,0.001192266665091112,0.019157926061120604,0.11153372164342917,0.04673006542034835,0.04149637343678858,0.01761373515075857,0.06351319409788045,0.053036122186694096,0.03101172235389486,0.021188288317090846,0.11040430623046324,0.008036594931570443,0.02024124118038549,0.07267321272104636,0.0995018039120134,0.061913765547581975,1039.018110229546
30455,30455,EST,999.0,999,999,999,2018,1.63270396928273,15.7665928457565,1.25185306237227,0.21494752598307615,14.5837168661808,8.72293498207436,4.95896086876053,98.0496619315606,7.08280245377643,1.63270396928273,1573.30004730547,0.501267326247058,3570.67153623491,318.988413312171,10.3910484815294,0.498240617625254,2344.07543611992,754.268621468874,1.83949342576384,17.2568902895874,306.775780253056,538.355771787564,278.193017470047,2.53722595800826,12.969732423681,13.7060382349543,76.0288931473706,47.9853074018184,0.0003078419523037147,0.0013517002269860395,0.06852216064942156,0.02891580237111778,0.07882189059185445,0.05129736114782054,0.019392339900637892,0.01639925096536007,0.04101712954616399,0.047839383170130464,0.05835772859126905,0.07916317575968017,0.004399649328593696,0.003250215008491628,0.06943328870346761,0.1594088043587212,0.05717475174490385,1840.075670999224
31019,31019,ETH,999.0,999,999,999,2018,1.41667888480026,8.00978834267965,0.865006525497333,0.043027935310283455,11.5587734821092,5.86061774588195,2.85569601124771,81.9607943146567,1.9878967158559,1.41667888480026,640.318218071745,82.5769033453225,2455.64719358382,339.779002774414,45.3925268842133,64.8518891656523,2598.69444218828,548.890595271141,3.65953674932467,16.0484653338673,92.6307037077013,422.778279804159,0.812744676555147,2.46251828167774,19.6105863800778,6.65351271065817,62.8564077437694,65.6807901702984,0.0005438002649785528,0.0002585756932733003,0.0037586268382798207,0.188882292049168,0.007029908543716351,0.0025270769508797435,0.0063509285286798165,0.004748058595190263,0.010161285367345245,0.02384260684906305,0.17171546888283967,0.3151694241708279,0.0016597496506830863,0.033428733559204483,0.06330242729924114,0.08615904809223542,0.0374340533541108,1031.1765877529647
31583,31583,FIN,999.0,999,999,999,2018,1.86296762873218,30.5521680099476,1.93259649462691,0.2822653244367556,10.3682386926816,8.17554301682419,9.104717309808413,83.0333143864329,5.52385173881685,1.86296762873218,821.154020543567,92.2230074659124,3598.23754022804,347.322046726195,8.95225507317136,277.755916955661,2912.66803849997,1069.23340565819,6.70251785823285,20.7302679844832,257.293850985934,1849.48814615527,389.388784159759,2.49737089138823,11.494197032954,13.9284044223328,84.6436858063167,44.0416054735478,0.0004016240682268457,0.0015338254732925665,0.034992147384436824,0.04795314915424439,0.051600430414141536,0.026696888904910808,0.016689092883305938,0.03216731674854341,0.05079676406517728,0.048411642173612414,0.04777931505701162,0.07674327787552998,0.0025023791105718285,0.005114040898031647,0.044619972877212276,0.10432427881858845,0.12540852965640678,1198.0069695477819
32147,32147,FJI,999.0,999,999,999,2018,1.27344701597359,14.3431628613711,1.13607689529525,0.04349067256214014,6.3625423899644,17.1198066855349,4.25979181179196,71.2040667797978,3.40834413736449,1.27344701597359,781.204742305119,108.468540743987,2402.66961936488,220.667336376861,11.7803956714519,109.560572735177,2579.09755851577,508.327743611159,16.5785508300832,11.1334020324962,189.710258592959,780.802586099584,310.013858544927,2.53306499939892,11.4011664328577,18.1010038405085,58.7807474842289,58.189776000286,0.0006019258931029688,0.0005309500572724448,0.010885873960688516,0.13170686509419202,0.00884236587777314,0.0014932315112369584,0.04188457246663538,0.03362913096793778,0.019444068564149777,0.011658881196480697,0.044455695984724854,0.31470532767048753,0.003963457705985161,0.026158345795329378,0.018624475586941778,0.1894534197141511,0.09847073939077026,1110.428511152471
32711,32711,FRA,999.0,999,999,999,2018,1.69294518706184,17.2869482644535,1.88408687667498,0.17617770312264824,11.3209400005681,11.1340725445438,2.03671480380927,97.52842617263768,3.87700394740099,1.69294518706184,726.946979916172,87.3029343306406,2965.12333307152,302.37982435375,11.6409591112284,185.303394424664,2890.65101617917,918.613130083319,12.8150034909564,17.058250529895,327.75285544078,1366.72563006688,719.037143759111,2.67535115165087,13.5330082921028,16.7578738259536,90.706125515796,43.2019343537099,0.0006383565748616541,0.0015577861684790935,0.016104795350013388,0.0987083005659781,0.0662768230458333,0.03533726356979194,0.010528666164801598,0.02830322595765025,0.04507357347769446,0.02916463040104819,0.03134056487140132,0.12706092553940282,0.0022932705794546523,0.012519044142537067,0.0318562525368286,0.1456737158591833,0.141385102072392,1066.9472109409771
33275,33275,FSM,999.0,999,999,999,2018,1.24292440303425,15.1693984543859,1.31863205505844,0.020022300293193605,7.98624965488709,23.3611859343198,4.02901940882728,70.450665161437,3.22550784476054,1.24292440303425,1736.25305140515,122.096784011027,2500.34374379342,235.250188659395,11.2790250632303,94.5491744254444,2732.39995411369,528.085694621685,17.2721405417846,8.77511368375488,206.377636788472,1008.97127010186,812.668539177889,2.59581474563361,9.02204139543786,14.502891172786,61.9178841403915,58.5514523209958,0.00031511970437953917,0.00010397831169088552,0.007731492001624277,0.12589912916549942,0.005998791027829932,0.0017148926120860266,0.027549363797752285,0.050563030025558536,0.029419893582095354,0.026370680901255,0.029263628943462416,0.40604112069938286,0.0024697314545681463,0.02380107169634102,0.0008278375801122516,0.11795745950665133,0.123950478696517,1172.8504548250125
33839,33839,GAB,999.0,999,999,999,2018,1.04298632282355,7.44896163686022,1.34513627872528,0.07310856813229004,8.5191359692482,12.0997484729718,2.22439251869353,66.752645089298,2.77197733743628,1.04298632282355,1568.1679832356,94.491873412952,2530.32126733694,250.366010330486,10.9333036101409,95.1508696200317,2075.016799359,772.653630104024,2.80545077550262,46.8784464593928,161.249679754751,874.706012788892,325.28396445563,2.72506085440832,13.1846051411175,11.2614337821923,51.1780700095547,57.8744315945205,0.0006566884079781985,0.00024489996835063625,0.026651961439135608,0.22676196617451033,0.00840405390494971,0.0010605912636607203,0.013976254429437986,0.037056601694252664,0.037777120934810476,0.009264240446615737,0.05853808252986305,0.1890573333325981,0.02356642634677658,0.003045124119105911,0.06686770058187759,0.14250543227508894,0.08145695401869778,857.5635430021907
34403,34403,GBR,999.0,999,999,999,2018,1.57576646211589,18.4370537341837,1.64813159324638,0.17602894155669538,8.87749543496945,4.11306540272453,1.65417008886115,91.3100162328312,4.51453417676796,1.57576646211589,211.234774398227,90.691719575805,3086.92429628622,267.988498112215,6.83427497074739,183.559683837054,2526.44232020095,809.014876045771,11.2590310429939,11.351717485701,274.156914077173,1818.79162708301,217.258952112594,2.623930008483,14.207104372324,12.2924373701777,67.8817746308213,56.2499674768126,0.0005765327806376609,0.00193955415457116,0.03153653053535995,0.1391516744626581,0.044977160230329695,0.033657808066453604,0.015891070514890072,0.024784720753530852,0.03584522302307561,0.028942907458055868,0.039905534112828926,0.09562209159485607,0.004660012933176714,0.034786015741464366,0.1114329453534421,0.10141030339003962,0.07885097333793438,1157.9683667014924
34967,34967,GEO,999.0,999,999,999,2018,1.53211769566039,16.7457332641445,1.39998154746635,0.07575185159040203,13.6594602981018,11.5769407365582,3.65210711225689,42.2591949102375,3.66917141404835,1.53211769566039,663.293972395409,25.98159389915,2687.96527813352,323.818451523862,18.0528910250094,90.866852149428,2608.1015092428,595.809427121898,8.97505981301352,19.8242218663485,179.752748053673,615.092725258525,368.641481731546,2.5410299880905,16.952309488762,9.31260725201768,98.7382608445936,51.8251863487589,0.00029319403671666274,0.0016231189249737404,0.029218248457729214,0.058142940055735615,0.045918873440510814,0.055066133671010695,0.017238207418252684,0.04580315361400769,0.01223971641116524,0.05379457328209384,0.03501121234020105,0.3190446982759266,0.00504670355160778,0.027801693508239904,0.08962577794148173,0.07056055334044532,0.05781935013949938,1242.389980092318
35531,35531,GHA,999.0,999,999,999,2018,2.01367512216174,19.2783475203297,1.23556109736919,0.0350639808764983,7.94413455127078,10.6150799712287,2.43889877027686,136.934683641903,6.25696606529555,2.01367512216174,2521.91219558274,85.4805451015178,3296.73434689294,337.225174618468,12.2870194533853,88.8371350509561,2442.52645056442,356.679646946334,7.56661506342226,27.4726194300773,91.004583005465,435.961080745727,158.351560640143,2.61678412182027,7.88125830951725,7.1571201232087,65.5880886926679,68.9023676599879,0.0005514554683637977,0.00011949746388621278,0.013585238145518845,0.2373466676185452,0.0019721410190498695,0.0006740548750751504,0.013401389192802517,0.10287143829199481,0.016601593632941097,0.0029896046890990464,0.012524660692576241,0.2477195659362874,0.03330817385203201,0.02214898250564225,0.002524480286343072,0.15647719455559617,0.10011988089774793,878.3715443066428
