,iso3,Vitamin B9,Vitamin B3,Vitamin B2,Total Milk,Zinc,Vitamin E,Vitamin D,Vitamin C,Vitamin B12,Vitamin B6,Vitamin A,Selenium,Potassium,Magnesium,Iron,Iodine,Dietary Sodium,Calcium,Added sugars,Dietary fiber,Dietary cholesterol,Plant omega-3 fat,Seafood omega-3 fat,Total omega-6 fat,Monounsaturated fatty acids,Saturated fat,Total protein,Total carbohydrates,Tea,Coffee,Fruit juices,Sugar-sweetened beverages,Yoghurt (including fermented milk),Cheese,Eggs,Total seafoods,Unprocessed red meats,Total processed meats,Whole grains,Refined grains,nuts and seeds,beans and legumes,potatoes,non-starchy vegetables,fruits,Country,Data until,Data type,COVID-19 deaths,Excess deaths,Excess deaths std,t-statistic,Undercount ratio,Excess per 100k,Excess as % of annual baseline
29,DZA,1.77505872821129,22.9666371195139,1.36238689694279,150.894483958554,5.49363428431487,6.15583891472046,1.91178617478282,127.779351467538,3.46013521546873,1.77505872821129,619.807852161094,154.79418631696,2350.31382063807,262.703378569713,11.9952589373198,135.04358972792,3102.61141803892,758.258463217969,11.1372694731456,24.6000469108231,389.668750268636,848.502491364955,18.1018770245171,2.59117999621991,16.3824617355613,12.9974363856417,68.1959825086565,56.3239008282898,0.855964487755409,0.353347977118691,22.6832442018839,228.600287667868,47.2242756736993,24.3471606875868,34.1400425860334,23.9948422866565,38.7174652349585,9.6786107180556,26.6543042395752,429.553470582554,5.59580613236083,18.9690498898652,98.6754360866599,195.126917598263,79.5296284810312,Algeria,"Dec 31, 2020",m,2756,50425,1990,25.3,18.3,115.0,27.1
30,ECU,1.40767317658399,19.9066537890071,1.40087149742912,74.9476094079335,4.98680551939031,4.621473702621,3.15701154912119,86.1341146742776,3.31586284778063,1.40767317658399,379.376146367327,107.949155034187,1819.11646135421,203.274403457613,4.94347851132394,138.1423808986,2506.99092612834,809.972579598586,11.6752369883376,20.4715765223013,264.363161353183,788.467984885196,98.89841825473188,2.63793645068547,8.71756897861768,13.3673428725996,24.8468560270894,62.2069705001957,0.536699500837399,0.20677694158791,59.1605022232833,489.030946285028,21.5496994483376,4.53827516342504,17.255989573697,19.2470435279248,52.6942362372295,4.10658459588204,30.6599476119127,194.127907729381,2.74151593510381,15.285661848494,38.1084686097985,108.570311622166,25.9944971456071,Ecuador,"Dec 18, 2022",w,35929,77093,2228,34.6,2.15,437.0,99.9
31,EGY,1.71886825015828,21.7885308391337,1.2787156597214,50.9279414684646,5.37691496265167,7.66179488780395,1.65200612641897,103.42895384118,3.32645523814023,1.71886825015828,899.824431826897,153.047580849351,2500.88079568828,238.073307906548,8.50938385449905,120.985939304943,3003.33905843105,682.773383182421,10.3491384416953,38.5902170641606,261.415585663282,573.575606277943,78.8301487617842,2.60402235470185,19.3714566912045,7.90761818584258,68.3580816146882,57.4602570023539,1.22716919918681,0.639456801138659,18.5235687343096,112.465633946395,14.6376075378347,6.18025093067484,21.0784394756816,14.337768963202,30.4387956635195,7.35813860863613,22.0719732914885,211.003022307649,2.00675785207969,8.88315783636442,106.419440032042,147.664619468386,88.4214457482227,Egypt,"Nov 30, 2022",m,24798,325138,43002,7.6,13.11,317.7,58.0
32,ESP,1.55080886552969,17.8115768917118,1.66484957076965,228.71615610936,8.81678124284776,7.73777018638375,3.47153222405576,76.70606642008,4.55972384001168,1.55080886552969,766.063413286184,93.62860255657948,2996.56468472034,260.317858167236,16.0735301898279,191.951948300857,2644.07367787094,816.445941416873,7.31214679289157,16.6790620833404,280.625014578954,1994.40823320525,1079.35307730292,2.76293547604923,11.387315220907,12.7461075971065,82.3903942820657,46.3981736673495,0.652972715771092,1.23878665725265,19.9054321319429,115.885556688824,48.5533842639534,43.1154835096716,18.3009898104249,65.9913589062221,55.1054914483222,32.2217411551072,22.0150152862225,114.71207362078,8.35016767848067,21.0310161599446,75.5087841457314,103.384176265091,64.3295236764438,Spain,"Jan 01, 2023",w,117702,143826,14709,9.8,1.22,307.6,33.5
33,EST,1.63270396928273,15.7665928457565,1.25185306237227,395.519713102932,14.5837168661808,8.72293498207436,4.95896086876053,98.0496619315606,7.08280245377643,1.63270396928273,1573.30004730547,0.501267326247058,3570.67153623491,318.988413312171,10.3910484815294,0.498240617625254,2344.07543611992,754.268621468874,1.83949342576384,17.2568902895874,306.775780253056,538.355771787564,278.193017470047,2.53722595800826,12.969732423681,13.7060382349543,76.0288931473706,47.9853074018184,0.566452486946969,2.48723070216114,126.085960735301,53.2072644505155,145.038243220234,94.3910262345654,35.6833728549113,30.1758627239696,75.4746221721198,88.0280850869668,107.38263659557,145.666233754423,8.09568769047333,5.98064156264198,127.762505300716,293.324262643558,105.205869681218,Estonia,"Jan 22, 2023",w,2885,5090,721,7.1,1.76,383.7,32.0
34,FIN,1.86296762873218,30.5521680099476,1.93259649462691,338.155825936899,10.3682386926816,8.17554301682419,9.104717309808413,83.0333143864329,5.52385173881685,1.86296762873218,821.154020543567,92.2230074659124,3598.23754022804,347.322046726195,8.95225507317136,277.755916955661,2912.66803849997,1069.23340565819,6.70251785823285,20.7302679844832,257.293850985934,1849.48814615527,389.388784159759,2.49737089138823,11.494197032954,13.9284044223328,84.6436858063167,44.0416054735478,0.481148432873895,1.83753360707442,41.9208364459985,57.4482068985491,61.8176752678069,31.983058973326,19.9936495896308,38.5366696564061,60.8548773805567,57.997484731241,57.2399524385192,91.938981760827,2.99786761491583,6.12665663839431,53.4550384879333,124.981213117715,150.240292569115,Finland,"Jan 08, 2023",w,8700,11129,1618,6.9,1.28,200.9,19.9
35,FRA,1.69294518706184,17.2869482644535,1.88408687667498,187.972308976697,11.3209400005681,11.1340725445438,2.03671480380927,97.52842617263768,3.87700394740099,1.69294518706184,726.946979916172,87.3029343306406,2965.12333307152,302.37982435375,11.6409591112284,185.303394424664,2890.65101617917,918.613130083319,12.8150034909564,17.058250529895,327.75285544078,1366.72563006688,719.037143759111,2.67535115165087,13.5330082921028,16.7578738259536,90.706125515796,43.2019343537099,0.681092767134477,1.6620756077012,17.182966481472,105.316545985594,70.7138714987805,37.7029948080757,11.2335309994637,30.1980479961472,48.0911235091693,31.1171210645228,33.4387282788564,135.567300123845,2.44679864868214,13.3571592315269,33.9889397952007,155.426164843364,150.850440324744,France,"Jan 15, 2023",w,159714,127214,19331,6.6,0.8,194.9,20.6
36,GBR,1.57576646211589,18.4370537341837,1.64813159324638,203.835945946599,8.87749543496945,4.11306540272453,1.65417008886115,91.3100162328312,4.51453417676796,1.57576646211589,211.234774398227,90.691719575805,3086.92429628622,267.988498112215,6.83427497074739,183.559683837054,2526.44232020095,809.014876045771,11.2590310429939,11.351717485701,274.156914077173,1818.79162708301,217.258952112594,2.623930008483,14.207104372324,12.2924373701777,67.8817746308213,56.2499674768126,0.667606722344862,2.24594235649786,36.5183047554625,161.133237201302,52.0821287707862,38.9746770334636,18.4013569692655,28.6999226101187,41.5076343580816,33.5149712767974,46.2093461589832,110.727357224676,5.39614756503847,40.2811058321959,129.035825727662,117.429923383267,91.3069328089508,United Kingdom,"Jan 22, 2023",w,204177,199419,22509,8.9,0.98,293.8,32.3
37,GEO,1.53211769566039,16.7457332641445,1.39998154746635,94.1133413893558,13.6594602981018,11.5769407365582,3.65210711225689,42.2591949102375,3.66917141404835,1.53211769566039,663.293972395409,25.98159389915,2687.96527813352,323.818451523862,18.0528910250094,90.866852149428,2608.1015092428,595.809427121898,8.97505981301352,19.8242218663485,179.752748053673,615.092725258525,368.641481731546,2.5410299880905,16.952309488762,9.31260725201768,98.7382608445936,51.8251863487589,0.364261333439601,2.01654668888559,36.3004591197306,72.2362061383542,57.0491482596179,68.4136127152879,21.4165761711902,56.9053791066724,15.2065010284032,66.8338388290153,43.4975794023503,396.377936339588,6.26997392501382,34.5405454442349,111.350168472476,87.6637244599388,71.8341812687634,Georgia,"Jun 30, 2022",m,16791,24010,2710,8.9,1.43,601.9,52.9
38,GRC,1.62184969886739,19.1764833438963,2.03198782493428,128.570796365124,11.0138431803702,8.90432730423217,3.97713108435581,88.045539537047,4.58790806001142,1.62184969886739,1005.79048411245,92.1340497848512,4125.94240994503,303.783527940407,11.9411438044194,178.042002475544,1674.61746398293,906.270020665346,7.93551097640429,30.9731561248614,180.821428097589,1554.85410565359,481.623145588815,2.75494662920543,12.8248499621349,14.5338667734113,93.2819909747576,47.517558903888,1.93552299109513,1.81190218600329,15.5576767494722,74.7622803863388,64.0770737173483,30.542586057787,15.8613925597374,30.6375641509335,77.4676936190349,5.49606809352311,34.2629900024949,21.2481550077929,7.38664749846837,13.9324726881476,80.2151718603106,91.2729013052423,77.0448112472848,Greece,"Jan 01, 2023",w,34925,38532,5110,7.5,1.1,369.7,30.4
39,GTM,1.42681253511934,20.3996993448034,1.17856449106954,58.7103253898149,11.2141939054014,4.39737448368184,1.79440902532399,56.4064513410915,1.96610683469542,1.42681253511934,1349.2571257051,80.4823281193069,2155.8050639273,388.055178197022,16.4496063068784,155.820380545977,2615.67440547402,764.39185844571,31.2937239187227,24.5729727088748,225.058201154922,1002.4518037093,11.8691867628337,2.71672828631351,8.06731454547579,5.08980537636525,51.1237346373227,68.4945892206605,0.530946806338428,0.324420630565997,17.8566495925212,258.063060601185,13.7607317425137,10.6396279555241,25.1155754114758,6.02289369413349,60.1928899041934,42.3814013512313,22.9620673527569,304.403665400124,2.59157300932589,46.0855102435475,26.9758986063711,92.362768581522,75.6263281327174,Guatemala,"Jan 01, 2023",w,20000,56243,2302,24.4,2.81,313.9,65.2
40,HRV,1.81096099444394,25.8585974603257,1.44661062139907,228.477184824288,6.39998943371225,10.0788329585836,4.69249360937155,102.456777783001,3.87153579542757,1.81096099444394,1919.05969489166,26.7765408472567,2320.50235836518,236.425319804559,12.7441627516194,108.691355390272,3026.21076019627,768.771705195064,12.2701886668847,36.3771508635306,414.777879722713,776.908695227395,1004.95074601332,2.58855347260872,13.3476892831683,13.4725948327912,90.0434538851655,48.4679290552421,0.702089899489346,1.4611510554017,23.7017254663389,79.30822085836,89.0658750468564,29.7893658454307,29.2070995160793,38.9986148348534,252.318344276398,112.203483290145,58.0846098350191,172.893438666081,8.86476031061351,8.22299254323675,79.3613170007221,480.842419855461,59.5489670738657,Croatia,"Jan 01, 2023",w,17596,23947,2440,9.8,1.36,583.3,45.6
41,HUN,1.36647836592308,14.6623817080839,1.38032493382539,57.9220642120361,6.08845803600369,9.66861025277063,4.06236236545593,66.9912490085771,3.82766314990961,1.36647836592308,1214.42793133883,28.3478981696407,2285.79178101862,183.276944857856,16.3105784419927,113.781490947689,3668.59333343651,476.000761083948,9.44653688427764,9.86790200833617,296.46841063363,432.851352129302,309.859258914833,2.93543118128291,11.0938508722787,14.2110897077868,59.2473572159961,45.9973047324724,0.634744864563986,0.0109478294309813,13.6915431595978,73.6365343991376,89.2661074460683,23.4158265946696,25.6770609218773,11.9020869874217,21.6848408643979,12.1347753569127,44.686943919441,48.0364964864076,1.63651097601284,16.183507636216,18.0831043742397,62.1195974658891,59.9620799813876,Hungary,"Jan 01, 2023",w,48495,44188,5637,7.8,0.91,457.4,33.4
42,IRL,1.76016417422663,25.5705825227788,2.02288868178911,492.319625591089,14.2667397870114,8.61523004418306,4.88836927270011,117.862671885485,4.54345467392121,1.76016417422663,658.035332343251,87.2589817431382,3732.49368526392,339.471775916835,10.8446492108099,163.564158710741,2412.64808409926,818.574352877226,12.9199428759897,12.7088323349837,229.99650180091,993.1796155078068,149.527774874259,2.59106787754359,13.4602083371875,15.1258089451664,68.6265784620828,47.4069185821222,0.635225034593221,1.47061013882659,28.9851416416137,119.468101380609,56.3370127550131,42.8037797928957,15.8599072116147,13.1636091321324,36.5940085706635,35.1741197582583,18.8684907877368,53.6085887502091,12.8969460197365,22.2864948645613,108.163785756108,116.584340547302,78.4156773523174,Ireland,"Dec 31, 2022",m,8436,6483,1779,3.6,0.77,131.3,20.5
43,IRN,1.8891347841319,15.4086057757483,1.72147498161281,38.4887884822601,8.19707688788034,7.95367036935426,1.04442469895634,79.1958008890692,2.71155725569876,1.8891347841319,665.357646081364,136.953276108102,2922.46689387425,253.86533257064,17.9363745212429,129.200647763937,2695.01523970162,760.116162987805,11.7257953926484,24.7960600907983,166.361310389992,970.421822345145,340.658596718563,2.83189000837734,9.732375283006093,10.2680956412549,68.092531876392,58.9317214151846,2.28970120153114,0.0652521280296489,4.82938542976216,106.931252464991,70.7903331859359,11.4999492835368,14.3984587477979,8.71819783955381,16.2660490016427,6.6094570561696,51.6142311412696,458.262044059318,7.00500769589539,15.4473399773411,27.9789229753014,227.334486941509,168.590467619044,Iran,"Oct 09, 2022",w,144478,273733,14086,19.4,1.89,325.9,69.2
44,ISL,1.75082841262082,20.0908022709013,1.79348241202424,320.37887914295,10.6516362466467,14.6530735444204,4.21095630981506,93.5573087913305,4.60893575660713,1.75082841262082,1615.94986756134,91.8611390922852,2786.41601948098,293.681893610273,8.07468001475719,176.566350650842,2500.12048851558,1056.98154752718,29.4560768250462,14.6783828991816,309.977149633836,1436.40985325647,995.559027253727,2.47307913330074,15.6469510167274,16.3097025652598,91.0095859794171,47.9414900034839,0.69394581004166,1.15974983096319,45.0948934946581,138.801371522644,63.5586401370952,35.5069942854097,19.0927058461033,46.7031777397653,59.6451285180795,24.1984240477499,74.59464893083,98.2908417582346,1.36910705097475,5.3561722244837,26.6161536949191,69.3403333729606,76.0812955646829,Iceland,"Jan 01, 2023",w,211,399,206,1.9,1.89,117.0,17.2
45,ISR,2.02682758754111,18.9082971912254,1.52106416378908,148.525652216707,9.5842478169976,10.2269631534847,2.96354276043097,100.082973371218,3.25813057041977,2.02682758754111,978.874211170036,153.66456419325,2307.44928102206,296.207832574975,9.2168794248558,164.266881218481,3086.38421333278,527.305973065662,11.9766661387362,10.1635364469325,311.347523843256,1690.14638875057,95.78146264248268,2.66754122041643,15.5177943857711,8.4266864855604,67.0738821659434,51.7761901956685,1.18725982659628,1.2591444356982,23.1425426761931,174.370594533879,149.706264649429,72.1111825834147,60.8627071093624,127.507656225885,131.518447422255,89.9480982802525,52.8703907536286,220.721384838614,27.8435509152413,70.6217839381542,131.986936683831,83.3442785469441,133.917249157938,Israel,"Jan 15, 2023",w,12136,12445,1354,9.2,1.03,143.8,26.6
46,ITA,1.501500332332,14.8468623700759,1.62294456225939,102.790665805297,9.10468376310304,6.04989471989729,1.58021890368878,81.8745204522353,4.47845126611761,1.501500332332,620.321196100788,84.79016981853,2798.28907828984,254.012135005466,10.6760485266979,193.685966567823,2449.45597541403,710.957010849281,5.12466401433318,18.4200508192963,277.227106775539,335.347476242688,691.263831650673,2.49805045976113,15.0432011179251,11.5655894229335,86.1066305807291,43.9359725018975,0.508680440669027,0.195174562459885,13.7585002762112,57.0845165850315,16.1354704537764,19.5590794818661,13.8086003096747,61.3519836059142,52.8338072556772,20.272489938965,9.21676828071022,344.268563696778,3.33218300795328,13.7709661096029,32.8388738877525,149.439166487167,199.418173410848,Italy,"Dec 04, 2022",w,181944,235796,23499,10.0,1.3,390.0,36.0
47,JAM,1.38084396489309,18.4403243049189,1.26084503946469,129.107261808826,4.5077585824899,3.56095993058041,3.00052697681733,85.8506785864217,3.26075169376563,1.38084396489309,1040.72155514906,113.014963037814,2202.18281297325,240.972080370665,9.79756649358506,125.55590687728,2340.47310371964,1350.35176238783,15.2036004297042,14.6591151533947,260.820938433715,705.284087756516,55.0458195301486,2.85396723372011,9.63332129431523,5.66431718339972,94.5005149753634,56.4134699026709,0.539407444183627,0.400285989617748,21.3566306599623,331.881564039077,15.9626421980738,9.8018771214717,26.5997338177215,46.5852033415193,12.3425976474583,13.6623662758707,21.950570475128,247.637878497069,3.09162958745702,11.3601634237773,20.1214617161294,148.858285845766,176.66755802495,Jamaica,"Nov 30, 2021",m,2392,5408,642,8.4,2.26,182.6,28.4
48,JOR,1.39370019711396,10.1541331719026,1.10966631036308,118.08122532899,5.68828885837597,6.44816791505691,0.502804432926219,138.15128075939,3.28164164182996,1.39370019711396,575.429159047082,125.09204710975,2453.09853492844,171.285589999183,15.6301881184446,17.3587710181005,4249.25415960188,871.870436573255,25.5244490155419,53.6103635337856,375.841025409697,1195.81008857868,17.0314078690739,2.6595957819314,6.48303979528217,8.40354067158175,80.362840311175,61.9398914869285,0.804225891877462,0.99065049037794,36.7096664207254,294.190419221281,35.4376366518465,15.5829147951192,27.129361164033,53.97791240841,54.6776067430848,40.2485218042379,23.9381642738286,322.578671342455,10.5063712530346,25.935244304524,23.7986602642243,117.069027973423,171.14689279419,Jordan,"Dec 31, 2021",m,12653,14595,1723,8.5,1.15,143.0,51.2
49,JPN,1.00844154915763,10.2813044044847,1.45542937623505,76.149428285101,5.38039808609772,14.6706420149727,4.47408470080044,77.8907300213171,7.2653761753307,1.00844154915763,497.194235260532,118.268831420565,2005.89141475658,159.266395383885,7.41048458358353,134.335796362356,3672.51476670532,511.932658488054,3.43220882880874,12.0569809972098,345.739720078543,1466.73707558425,636.77492664472,2.64144248458251,10.9622005277414,8.38926350087547,68.3934929309387,48.3144327005172,2.10685463936652,0.551800212590941,16.0420061896277,83.3559733839503,60.1619954050318,2.14877877592762,39.6007134214467,50.166284506716,89.6973747769063,15.2266981307286,6.13658327918337,409.38518998084,2.41200219743347,58.9349508695898,20.0922667266974,282.669954510293,108.928436343983,Japan,"Nov 30, 2022",m,49826,94841,28957,3.3,1.9,75.0,6.7
50,KAZ,2.07625264225585,26.1730074042259,1.45274358551131,88.3512067274964,8.62999490249041,9.09258596658984,4.80972211849669,130.897377156037,3.8192872512888,2.07625264225585,1027.98715473803,23.4667185122755,2947.88242745282,269.605543314944,11.2758865131487,92.3833905209152,2894.52153539023,808.742162802905,4.74555206469398,28.6220171820365,301.512427850783,915.608351683253,208.978764230185,2.62443112806183,14.5153209849903,12.655573622332,85.8151133467454,48.4638267962747,0.732807845668619,1.09979070329585,7.37250296931791,55.1173144841532,52.5295545066089,46.1420544334762,31.789312764567,33.0173492177414,97.4215191073344,44.682184413784,37.109774698723,506.752825130262,74.9757270070086,6.70760076656977,155.792217224997,156.983055221992,59.1080662269848,Kazakhstan,"Dec 31, 2022",m,19058,82377,8635,9.5,4.32,438.7,62.2
51,KGZ,1.56618637140899,19.1929420745259,1.29019944148782,57.5181393247157,6.53915942334699,13.9432146266893,4.01631004909591,85.662274399156,3.54946398269627,1.56618637140899,1058.00220544247,22.3587876109324,2426.28310933272,203.940744847791,10.2233007075552,74.7846107626899,2739.02297172778,740.437087841106,14.7247597316842,8.41749101971897,219.791521564812,583.727868673071,15.8882276437448,2.494342468353,21.9495641803024,10.4854416101166,72.4656683636232,51.5076853985431,1.08874581281989,0.890582486248012,11.3012918920246,182.782215013346,38.7359106726793,5.8077397226025,14.7381283748746,1.81458914161076,39.2893268154231,25.738657639946,46.634921170688,225.234811707714,37.4940204649926,6.16756781796668,84.192746855495,38.1087336330396,74.8592462210999,Kyrgyzstan,"Dec 31, 2022",m,2991,13660,1718,8.0,4.57,209.4,42.0
52,KOR,1.35095980182076,13.042993472036,1.3686493347332,114.093205214812,13.2968685227415,8.88305884984392,5.76483022023899,69.9447247549595,3.53217084358715,1.35095980182076,500.400116654066,114.580133322443,2668.22753819526,260.830609767391,10.9127274308172,126.814897907419,4238.94715438622,496.389925222271,18.4583182950755,11.3210954254508,233.866268129283,1501.01165835252,2491.12661252417,2.44985053922626,6.46404448299205,6.64257438425386,71.9384018585008,62.1905362912313,0.489008079539277,0.493072594955117,7.80537820172327,38.8467227637476,22.6582017022813,3.36357845209725,19.8375552116207,21.5641458844863,42.3470778736007,2.05957560861196,16.5407194383535,415.797143193145,1.54380999788575,27.7464400513357,12.8746590730649,138.224147480323,96.41854400144672,South Korea,"Jul 31, 2022",w,25047,42976,6255,6.9,1.72,83.8,13.9
53,KWT,1.65056378667893,20.1245372188758,1.67696425582632,229.498092628935,11.1546402640302,12.9012740763022,2.87223841298694,290.029171253274,4.31497607286467,1.65056378667893,1032.03523879996,160.454794807054,3463.32732465638,340.706690489232,11.5015038270539,183.730479705146,3018.85678889005,686.220257851017,11.1049167834645,28.2634130202973,254.314645424834,1371.03035219971,94.82095379262,2.61861565205761,11.1120183952994,11.4821521952999,57.0914113440431,53.0592567563008,0.933951959884862,1.06366342790056,27.3099262918742,396.314655537207,75.8078345575317,23.6239584373724,43.8982183405125,70.294075605684,26.4288394565985,37.5025895902171,19.9073979380917,283.120053945321,25.1089896156061,45.229671593865,356.956911255004,109.073114142386,56.9351568333892,Kuwait,"Dec 31, 2021",m,2468,6693,294,22.8,2.71,156.7,91.0
54,LBN,2.20413325198193,61.5793295377044,2.4600589875623,90.9062876550133,15.7425573191711,13.4864909761124,2.30573550715172,131.490650379465,4.7578595491483,2.20413325198193,548.239671228126,202.380428313501,8994.69197052826,409.114063761184,26.1631597294527,39.2235845503061,3529.59793817984,1194.60305407054,11.6327744521293,31.1868331079955,320.112006207043,1736.45264976006,0.721324118212097,3.04421147713956,22.360627947054,11.2373463135446,129.819723374529,43.0762320324999,0.967150977294843,0.497021053994304,16.918149535238,258.093544410743,76.5359405986989,23.9310913072205,16.5058921953565,12.1974207621428,24.1141737284926,11.2883173982245,25.5502935631906,454.123353425741,43.1589887361889,27.5291316960825,62.0010527406943,350.685247589131,227.286417190404,Lebanon,"Dec 31, 2021",m,9119,14630,1534,9.5,1.6,214.3,58.3
55,LTU,1.75110731182554,20.0669661261864,1.68068170795358,631.219745703659,11.9757297993588,11.0595744326507,5.23469417856019,75.5177138243768,3.94759655970136,1.75110731182554,1568.92649523247,26.6604380827246,3372.31815326933,297.106413312453,10.8887528512585,117.12084247821,2919.96764116663,908.578919208076,14.1752707383756,17.5216163739141,343.869754449112,569.331537892705,542.799919980478,2.5291685407934,14.9009200994109,13.890897762976,94.1654407009854,47.0944812213622,0.657763878987248,2.24062050220881,32.8159628747139,48.3402422552032,104.389577385151,29.4047729356707,47.1085581942056,29.9604548899017,144.136755221777,44.6883044464149,14.0528828594236,22.7288814493662,9.375177046380912,26.4673548853452,55.9895511927614,130.50379985351,69.3615884361205,Lithuania,"Jan 01, 2023",w,9484,23832,1412,16.9,2.51,875.4,62.2
56,LUX,1.8010600275844,26.6716879717461,1.88054975877672,136.438112995357,12.0986345422634,15.2054938007187,3.96298040431744,115.201500035543,4.59305436763844,1.8010600275844,900.392258194617,91.3737413411513,3389.76187619701,338.585530465901,11.9753472711746,200.88067315172,2851.74852188751,761.027364317582,14.0766086154057,38.4045709739115,269.131432795484,797.976105853219,196.890796987076,2.59983544629003,13.2716518523576,12.3053496828751,93.0745506062564,48.3709709862265,1.00242622822867,1.96337184826373,39.7711365979511,126.996721986407,56.4972605347241,41.0124348600768,32.8452431329731,30.0418511097847,98.0190821810515,95.2917458643632,30.6745915569208,149.632165915564,0.109182981840978,9.8719768923037,114.839541276061,95.3508538138441,85.9342167527551,Luxembourg,"Jan 01, 2023",w,1190,-29,326,0.1,,-4.6,-0.6
57,LVA,1.86130238564479,26.578814624789,1.54971134439316,154.006356152517,9.43898127182906,9.93842393704479,4.42671792094254,82.8332916556321,3.94138815989702,1.86130238564479,1345.31412316983,25.345524378851,3067.7186178874,249.850132407521,15.9273854524023,112.238552633236,3067.01139466822,823.096494577625,12.8512566525992,33.1358833554339,345.414182967618,808.444185905461,938.559699565017,2.608572279721,12.7248604052326,14.8896753998467,80.2861675540669,47.2323137536445,0.536089397662599,2.33079815616922,20.1248851874536,42.2626194233622,98.232930535958,37.6249466145124,30.8222263183229,34.9925870589497,203.228213961626,59.724845108953,71.996562779185,35.0266857815599,6.76721085527077,9.97394437046473,102.579598129957,233.322357821096,59.1010946540155,Latvia,"Jan 15, 2023",w,6197,10536,1056,10.0,1.7,558.6,36.9
58,MDA,1.67877976708368,20.6017397068029,1.38420119145459,101.993098080907,5.14518020923992,12.5975096665249,3.74504236216776,74.154521523766,3.75701656138716,1.67877976708368,594.675839464998,25.7955569205224,2075.65043205408,199.197431876391,13.5796472121096,103.905959513283,2740.94399277473,639.99077020393,1.02564347793189,12.8980140810721,312.555220025104,831.793636126697,625.424179599904,2.62650006772636,19.0870946365575,11.2271012502149,46.9988748557204,49.8563350153929,0.697650091290858,1.78670525671802,30.9247123016913,25.1614151082285,77.3466479935397,36.6054902409771,28.7469216622492,29.5422913589562,92.91379720893,67.8755284270251,61.4774759467921,124.927918284215,16.5268940710993,112.73543267386,69.9005541059942,90.3426766291632,98.3100921953065,Moldova,"Sep 30, 2022",m,11844,18415,2177,8.5,1.55,456.5,51.8
59,MDV,1.30730194901478,18.319477605439,0.955511992163174,166.400967816945,7.83142666707866,12.9836237584675,2.83546631642758,47.688843138976,2.14849141192694,1.30730194901478,875.570970610204,124.301384297599,2069.66169512937,327.521289228287,8.55534089925254,158.655322702017,3220.87272779427,509.334478055519,9.52073617413072,62.3818998421196,243.007608245089,735.270313094662,1022.4009111329,2.52563318795343,7.3911367095467,6.68122754708395,93.50536689885972,67.1223245825682,0.656160907933878,1.8665666934135,3.0779934231825,126.776258589738,19.6585937732848,3.34737553528891,15.9899371878395,40.3678958965993,29.9036590450492,15.9811198326544,143.039000216319,454.972417360326,14.9459595935945,28.4178645091383,52.5954726860775,177.798923828898,230.446137055695,Maldives,"Dec 31, 2021",m,262,603,111,5.4,2.3,111.6,54.1
60,MEX,1.26549683474478,13.5914085297604,1.36846650297502,205.997802700907,5.59730143865193,5.83603305289362,2.4699500879801,101.636137969425,2.79800855709618,1.26549683474478,801.182194854065,86.9488320902366,2115.56871322431,337.919284241665,14.5591021811841,176.542480610364,2434.24749631206,915.649950768767,15.7867215851685,9.698597853687993,264.543035799964,354.641268076663,47.3455854699065,2.35869644921326,10.2816111496091,10.7669700814841,68.5736148375858,56.6951366235401,0.479591895654115,0.386161047843719,9.19353221772772,321.283150562154,17.9915528070843,13.7473323146175,36.5230033233624,7.86556020966028,47.125917953149,18.3394229665187,4.66090944802079,83.6010940255961,1.87377048813565,40.5571204773139,17.0223935987882,194.049017834231,149.842305797841,Mexico,"Jan 01, 2023",w,331414,662551,15416,43.0,2.0,513.9,85.8
61,MKD,2.26794380568181,28.3543550316452,1.43298355034935,197.789185289826,6.29514037251354,9.84563566081475,4.26026533904477,163.073601162046,3.80818886579848,2.26794380568181,1562.33375556323,24.5788299184284,3010.0147635062,307.228831648902,10.4791174764694,89.5897004859612,2840.07449811027,836.492548369124,22.9832433912428,35.4763887800516,243.327531623289,1031.17256832005,480.303964666165,2.65619879554155,13.3534728878738,11.5427065991582,88.779432244402,49.3013000881659,0.670239861256537,1.35302166916969,27.1513333247449,246.02675166399,80.3272556427178,32.1331635721087,15.2921765627319,25.3379025346614,51.725059580885,62.7182470275519,49.9174534681304,221.542146395952,12.0409423578508,21.294221470503,146.24935991256,150.811668444165,91.9394566183511,North Macedonia,"Nov 30, 2022",m,9591,16869,1903,8.9,1.76,809.7,84.2
62,MLT,1.69006835392353,27.6220132559132,1.78669401639924,220.949709369405,9.03567960704577,10.6431047894457,3.5994215067071,62.6322198983591,4.51556806369533,1.69006835392353,537.142598979993,96.3968372651233,2862.26120770078,294.893637181218,9.6361791609303,188.641085175378,2580.37876754266,1003.67243046094,19.4591273676295,23.3570229245742,228.073149326691,1059.37348757789,388.039645853653,2.61902880611127,12.3209284032227,13.5959762319445,84.6584575144463,49.2357062864392,0.675103819279443,1.55455717678128,81.076511102976,225.770110615661,56.6941652560505,20.8477328617977,12.4710891532425,40.6396275052042,61.9711007047143,37.7281843908263,86.0302775994597,353.14707119062,6.57676619934639,3.67993133977227,35.0115495419939,90.0350895940397,132.776619535512,Malta,"Jan 08, 2023",w,821,820,301,2.7,1.0,185.8,21.1
