,iso3,age,female,urban,edu,year,Vitamin B9,Vitamin B3,Vitamin B2,Total Milk,Zinc,Vitamin E,Vitamin D,Vitamin C,Vitamin B12,Vitamin B6,Vitamin A,Selenium,Potassium,Magnesium,Iron,Iodine,Dietary Sodium,Calcium,Added sugars,Dietary fiber,Dietary cholesterol,Plant omega-3 fat,Seafood omega-3 fat,Total omega-6 fat,Monounsaturated fatty acids,Saturated fat,Total protein,Total carbohydrates,Tea,Coffee,Fruit juices,Sugar-sweetened beverages,Yoghurt (including fermented milk),Cheese,Eggs,Total seafoods,Unprocessed red meats,Total processed meats,Whole grains,Refined grains,nuts and seeds,beans and legumes,potatoes,non-starchy vegetables,fruits
25931,DMA,999.0,1,999,999,2018,1.20870088246179,13.8191289964445,1.34928712664061,137.604954143945,5.63532978941949,14.414051335654,3.29106782818192,102.394712875489,3.27978793722998,1.20870088246179,1420.00719633725,112.023804644647,3463.09521012504,244.234052174571,7.9575889299594,115.049003345647,2412.88473989564,857.527218802262,10.946336751057,15.9168885691707,175.463316419833,520.569166211975,77.2440794582504,2.50830384547932,12.6701558246135,11.128371477251,58.2462932101391,58.8442508465056,1.06293598653038,0.0298459499065428,21.2993855384716,186.428509487224,20.015128230882,11.4720757236663,16.6721943347244,17.6183909955545,23.4870380487727,11.9090317108237,31.7469334173086,186.343573296224,4.42995028742246,30.1676508956603,52.5860932256453,105.511556729808,108.959889940851
26483,DNK,999.0,0,999,999,2018,1.70153378613268,20.869133217866,2.01351926230344,183.048168504438,15.3570272093709,8.97855025350802,4.24921441867479,93.7915013028614,4.78618931297114,1.70153378613268,768.270398233305,86.3200859750939,3408.88567797343,338.119109876378,12.6802062837451,196.762535959772,2855.7620217585,978.058980510452,17.3288599601937,22.1267135124275,258.87641467911,961.594473026337,311.39337145648,2.57481142014463,14.4180870903679,13.7336713329027,89.7239752975713,45.9697457187973,0.855138939088665,0.580759672562542,40.890550704328,77.4123949354157,54.6802628183313,28.493807528629,14.892690713143,36.4691137618768,58.128882029179,39.2819427774946,43.0118538511212,17.1961600064535,8.3478469547569,24.1833539814782,48.4901002424673,106.587930205509,78.6130761245792
26495,DNK,999.0,1,999,999,2018,1.62105564346357,19.3169790185729,1.95022776659272,190.735912537269,14.286886935915,8.91264436819259,4.03072279503896,101.57090570211,4.52994227402407,1.62105564346357,806.914314163031,82.0170114361503,3346.92747269096,332.189338385787,11.8560098217985,194.1207835031,2576.48228364366,1035.98855836635,17.8168390391767,23.3179268062422,251.342187687486,992.622353793518,308.608125919968,2.58832715397743,14.3515637045871,13.9052159792273,83.7453741406404,49.135072674421,0.925123044510481,0.556256206467828,43.8485117562837,62.1231910971616,66.8261706809808,28.1164076671907,14.5980477819936,36.01549289215,49.1155712985517,32.5465716098603,46.4293630903927,15.3983330661975,8.03938578193371,21.7292407027863,42.3912603052151,135.037222704467,101.362020535706
27047,DOM,999.0,0,999,999,2018,1.41896993899267,21.5485150759566,1.26753066365409,102.495310799552,6.3095932452575,4.25827083412685,3.07540253575463,114.179671039077,3.45307501826185,1.41896993899267,2391.62465450329,112.003135245522,2117.86736402239,258.143462205135,4.8542485609934,148.509934344631,2373.43402674537,715.975153111844,8.71453133388771,18.213613833682,278.639308021799,871.612633731666,144.297158284442,2.71274193200497,10.4391708336308,10.6907502759386,70.6476828040744,54.7347004988962,0.519597398936307,0.154835486013628,52.307717642866,263.24965623962,5.30247725322238,8.33225935845915,19.2566488039984,15.8330941649743,50.1222382743861,37.2756476659527,15.5654954361235,291.629818007191,1.35405341509611,46.6841059775187,44.4268017538901,110.742776145944,136.652827745895
27059,DOM,999.0,1,999,999,2018,1.38698147696885,20.8636755621729,1.24515916614323,100.175377101927,5.92645389260577,4.21285096362382,2.97980559468625,124.859164588778,3.33541306920951,1.38698147696885,2484.74857607768,109.905729234873,2169.66319675526,253.775917190672,4.76806647216871,143.058763043006,2300.81576282413,754.346971117162,9.19403232621826,18.4993671770362,267.338386452293,837.436110040291,136.880266443812,2.72541896443696,10.4246264077074,11.203374840975,68.7183235593017,57.0341658141014,0.523573427355092,0.163797464580473,55.8101006502728,252.734301635219,5.77805502987814,8.63275392046214,20.5729489048656,15.8961474333144,49.3546032310116,35.025837227058,17.219304803357,288.072767069872,1.35691439220141,44.3068137219838,44.9253338280017,96.04526715974552,148.917370510498
27611,DZA,999.0,0,999,999,2018,1.82967082037882,23.6932150925569,1.40036799689826,147.195348979402,5.72325550853286,6.26766610844874,1.97354234265371,123.643779159739,3.62870923536455,1.82967082037882,614.605664623539,157.95529839936,2328.58558900683,265.724176661021,12.4335141874519,137.210767187145,3208.59078726459,750.639434114243,11.0031255505174,24.4337936701606,393.187871938265,813.2116727933,18.483243130013,2.58544002037939,16.929976042175,12.5784064282248,70.5798069534623,55.3235588010266,0.858623570637435,0.358155867974697,21.8966282225804,228.439643967321,45.5654414249013,23.615307363451,34.3250638776548,24.0510198013776,39.2368679809292,10.5522283032503,26.3159100142914,436.304795996307,5.66148250000599,19.3634152856751,102.173061905907,183.380121227294,74.8084383795804
27623,DZA,999.0,1,999,999,2018,1.7224556773586,22.1247291879446,1.32609252378844,154.807735665653,5.25104037929291,6.04132451968132,1.84786277116278,131.757325701345,3.29267262371472,1.7224556773586,626.287643716027,152.735684258459,2362.82795205478,259.029393345992,11.5579588705461,130.164994314008,2996.52832548547,767.630861021328,11.2764291775522,24.7004261744092,385.588495905123,879.294993055984,17.75379961938,2.59802591566082,15.7886058544482,13.4375065754631,65.4724796340783,57.3232156123539,0.851995895556595,0.347441789011401,23.3475733683221,227.902138832879,48.4019181846937,24.6734397195121,33.7591594366227,23.8264533106353,37.9661199946897,8.59189901582215,26.8338225859213,422.434092328701,5.46563772091752,18.6347735611183,94.8475546308989,207.52391125846,84.1304322934643
28175,ECU,999.0,0,999,999,2018,1.42355318095041,20.2044410588443,1.41127355283396,73.4204704224599,5.10216527151321,4.64710460578961,3.19987693862238,81.8288678177292,3.36396837188118,1.42355318095041,378.617517792374,108.700200419165,1795.90480532257,204.961091625421,5.04316063591372,139.158800649226,2544.57080815688,788.890728244115,11.3289075580618,20.2475990787375,269.668314292491,806.986502271688,100.488952197535,2.63099742623511,8.68912572425302,13.0991061791696,25.6684072032974,61.3365138434703,0.526735326242273,0.204130870182545,57.2123897892426,498.820448721972,20.1186282029267,4.32024085795411,17.833664762269,18.7494655353713,52.8642406126542,4.22427064665153,29.1007944766283,192.950041708392,2.74319790414118,15.3373103875807,37.4706912734719,105.933286429596,25.1484723191687
28187,ECU,999.0,1,999,999,2018,1.38721255599842,19.5436016291363,1.38735514731958,76.5769645568104,4.85153190332822,4.58648694559701,3.0962625162763,90.1051170820828,3.24385113486745,1.38721255599842,379.85601173565,107.142234530504,1840.45050306724,201.803526263763,4.80242202675386,135.640853980998,2465.7097137659,830.757397924329,12.0187084485062,20.6966719378517,258.672151535803,766.2745488639,94.85610651939072,2.64446650629264,8.71514561839567,13.6635270892591,24.0355093243395,63.0389431033693,0.545657138975978,0.209526818862648,60.9715547349853,478.860116603814,22.9949623844575,4.75210368671235,16.6224091577975,19.5468138521227,52.0432054628689,3.95042691878958,32.065176042065,195.33421815823,2.72307171925731,15.1765253616475,38.4980896852052,111.126477947334,26.7346390929134
28739,EGY,999.0,0,999,999,2018,1.77266856758647,22.4209998904566,1.31321638266546,45.7550815626599,5.57685027555482,7.80371677311106,1.71654407767705,99.9759390198209,3.46872467643499,1.77266856758647,891.593737521502,154.494900393456,2476.71036477442,240.556681997571,8.77841797350352,122.711520733361,3100.16519716084,676.152671243795,10.1643603547375,38.2619409728718,271.456406834501,552.68081540382,79.8512432844439,2.59674561015882,19.9811245427561,7.63784403225031,70.6873862372932,56.4542339909562,1.2136303713145,0.640825494963327,17.613856226124,102.685307718092,14.2172915332814,5.8937881555115,19.6528322430506,14.3648448227651,30.052076399949,8.08814747774413,21.6740548581083,207.131792284325,2.07920382685416,8.71761692255397,110.125268799499,140.300039169609,82.5607763929483
28751,EGY,999.0,1,999,999,2018,1.66728523094007,21.1356996903949,1.24171325388789,56.132813144208,5.15075199799442,7.48815380115277,1.58442679303632,107.119557889103,3.16763112873111,1.66728523094007,909.023608885868,150.451452111677,2521.76821180923,235.696412574589,8.21064902461236,118.220066581695,2894.74534548838,690.810934826978,10.4579781288182,38.8112721328472,251.081393923274,593.250584882856,77.6925157132713,2.61103198428634,18.7809844786774,8.1872436527215,65.9833656963426,58.4703428326479,1.24105442803995,0.634333795171209,19.4479485754249,122.057463327477,14.9630498013473,6.44948329528379,22.5202251617809,14.3192515800809,30.79427059184,6.51893154011436,22.4751185506007,214.858843092923,1.9195195798635,9.0286292366471,102.098966021758,155.339029891286,94.3573739307985
29303,ERI,999.0,0,999,999,2018,1.38997337362027,12.875719859897,1.21203770223717,49.6903641064833,7.16178517932377,9.72745400432936,0.30649166230979,90.4562571142457,2.3498114461342,1.38997337362027,2085.14117473588,95.2847151953738,2260.75411304179,293.027337765938,7.62808073411711,100.001478475033,1990.77604295562,453.36468299308,9.66375344372391,28.2114082337948,151.470559267422,680.013508001695,93.64609298324308,2.59220396549322,11.5437018739365,9.0948755771462,61.946423138237,59.6997321669409,0.994202832485535,0.298428917366249,12.2760358415407,262.175115803112,8.80666839084033,1.09227017253408,8.23888679967251,51.3079128125121,22.9508154207012,5.60299179682753,36.668673346412,345.210164632738,10.0460890907161,27.3824255224403,53.3741896166226,68.5212221240001,57.4589324629839
29315,ERI,999.0,1,999,999,2018,1.4014876251337,12.5143255139849,1.19318387558588,52.4730771739157,6.91207977588495,9.6056444949723,0.301340672086683,100.657370920498,2.16226761580277,1.4014876251337,2194.99355745166,92.5398202511988,2314.0762871747,290.858280289354,7.51851186398423,98.8059715548809,1897.48350490729,463.022890502128,10.4511655566458,28.8459273260679,145.617781889984,708.417322103946,88.7837958630449,2.60581641803923,11.1871251282673,9.503397941171173,59.201935386596,63.1035165130987,1.01716495106664,0.30057771966046,13.3411890053841,250.141436048217,10.0853695993192,1.20489451574392,9.07702394607114,53.5371047570254,24.5529920213885,4.93476888675218,36.5543245190992,350.902018768422,9.934474898020293,28.5506609668029,48.6986216496255,70.0835321529912,56.9160439108204
29867,ESP,999.0,0,999,999,2018,1.58544722787385,18.5228516978896,1.69348468036237,224.698056270541,9.14738392987972,7.79249340432127,3.54525661400982,73.5881001775641,4.67812683854658,1.58544722787385,742.571078621686,95.6673980441688,3020.29569321247,262.905758549285,16.6366954729608,193.386526132627,2809.94976343721,780.315833426822,7.05620037475771,16.1219778753018,281.122591711015,1961.50878915714,1091.27726898888,2.75599933251686,11.4481245906186,12.5423425069613,85.3145232309722,44.8155435476879,0.627064276147514,1.25985157241996,19.2908745766374,122.75301815132,43.6741745857836,43.6847085651838,18.4393105198278,65.4672212792511,59.9620129516634,36.0294688208138,21.0664134760328,118.880297398288,8.47184851543062,22.0024555378126,76.8533723990759,90.7313706719013,56.9163104051077
29879,ESP,999.0,1,999,999,2018,1.51614372459678,17.0855000603536,1.63869625062883,233.820198164187,8.49963687583523,7.69054021387127,3.39240723342972,79.5926235505267,4.44070187531019,1.51614372459678,786.622696191951,91.0012945489769,2977.46829174817,257.169672523767,15.5544017435201,190.92442015631,2486.44513877066,851.12857769632,7.48489266402927,17.2217738993802,279.843552563448,2014.06051391447,1064.22043666775,2.7709982873182,11.3694242270987,12.9552965739089,79.4505312009579,47.9265240595797,0.678234513752426,1.21684881269704,20.4759964558044,109.095633605256,52.9909381697076,42.4106983739708,18.1306389573356,66.0381237594933,49.9838008186774,28.4195103404709,22.9224953338366,109.467672945508,8.24878457746381,20.0054792760285,74.1652674311458,115.300782689345,71.3577627552336
30431,EST,999.0,0,999,999,2018,1.66356233427556,16.8310244354739,1.2648294589396,386.666819819375,15.275413370788,8.47184876243405,5.03683962004234,91.4825983316275,7.33240764299939,1.66356233427556,1513.66299512902,0.504342355122703,3493.06845074416,324.729083236201,10.4293737848066,0.500848403892491,2476.91773160948,745.127457582808,1.93608988971881,16.9934856641515,311.631359390599,578.893622487576,309.636109989932,2.53789003618436,13.3625266387174,13.7393813146027,78.7313605122049,45.8367575641266,0.557502918784312,2.51315564358507,125.227511237092,60.7487493717591,131.730487315784,91.06128084384828,36.2196973485361,29.9477902498089,82.1810271070436,102.94217204773,104.174067712748,147.370910538735,8.30889886599712,6.29203761868443,144.190639847802,266.350218220799,89.8976415169368
30443,EST,999.0,1,999,999,2018,1.60428960557139,14.8125506295341,1.23925958638043,403.08742591383,13.9427686226477,8.93542468084699,4.89583802270329,103.748123086987,6.84675295360569,1.60428960557139,1625.00764544799,0.498191177913462,3641.26500975665,313.501590465726,10.3612672556886,0.496267437964004,2224.86836275108,762.129089532657,1.73524035552399,17.5048060844129,302.173022560112,498.15876099742,247.88702573463,2.53638951502211,12.6349088124959,13.6691845794209,73.5990956721311,49.9116435894398,0.573186967265467,2.46551836476898,126.844783182319,46.2027163171807,156.379347366318,97.8584222209126,35.1013168302286,30.2613423562139,69.3993913376703,74.7320089082382,110.360325717823,144.06992137257,7.90992825683895,5.68548789029702,112.618908688586,318.090300003517,119.003130512773
30995,ETH,999.0,0,999,999,2018,1.41008876263855,8.3383712963135,0.86398278934425,44.1661979137657,11.4490575552591,5.89757857881747,2.86086264449518,75.9679326720051,2.06978962932761,1.41008876263855,694.624183578434,83.1791504453611,2418.13027837482,340.649132860546,45.6718227692093,64.6616934066168,2645.75539454975,562.764807751138,3.26647304191827,15.7686410718355,94.4503854617356,411.59090222994,0.819634668668371,2.45629131012293,19.8188521072515,6.45865696189885,67.7973960111807,63.2607235006939,0.494540323530851,0.26735289715545,3.75921441833802,199.360838749473,6.87577345235556,2.43224268516279,6.24156043350882,5.03521371077702,10.1633415152113,26.0016469160818,177.774656352634,313.722031265399,1.69685612124767,33.30152589759,67.9921305312107,86.6414337299533,39.9683373267141
31007,ETH,999.0,1,999,999,2018,1.41397910649198,7.67152449773857,0.867130272610545,44.4520418729504,11.6477094956612,5.82095855262086,2.82308164975459,87.7653461740112,1.90352276287916,1.41397910649198,584.606551629645,80.7527059308021,2486.97638184669,337.572237712772,45.135825332038,62.3394415685824,2542.26862159034,534.22388787925,3.8939534363942,16.2534780212969,90.9281017200358,426.03541314025,0.767783161046645,2.4703384659468,19.2507680408761,6.83203718860959,57.8685506343649,68.1545619103376,0.627193520836988,0.265302609226693,3.9893973635304,189.99104689524,7.57725438572079,2.7742417148014,6.86261416529193,4.74948051012485,10.7728059997946,22.7583128908835,176.631853664853,337.133794495141,1.7290408204952,35.5654364585319,62.6372906817836,91.10620461933152,37.1368028971621
31559,FIN,999.0,0,999,999,2018,1.86739082448767,31.2602877814474,1.94814011372378,334.620128045977,10.6510113045562,8.18420864880704,9.1688989054355,79.4202828744486,5.59438088424489,1.86739082448767,794.068311328089,93.1759624984104,3575.17411569042,348.701300742791,9.214433669654968,276.589645827376,3096.29618262973,1040.29521443945,6.49423453805603,20.2870060210252,254.695046780389,1817.64061514768,392.875929132925,2.49820885094267,11.654418833559,13.8805687686559,87.3700628313709,42.7821424871453,0.461140585641598,1.89818433888127,40.5702776378484,66.0021923837114,55.5333186990132,32.4173406504304,20.2264824833079,38.6446198199202,68.5358784774295,67.7837696556894,56.1267075097924,96.02719697317272,3.05658818241625,6.43503060738731,57.9545683857688,110.642697839098,129.678155217817
31571,FIN,999.0,1,999,999,2018,1.85339724564516,29.7611775565386,1.91162411827108,341.235778776275,10.0929618279385,8.14661666162252,9.01316574469544,86.2849666321426,5.42017985683197,1.85339724564516,843.127558201531,89.3838818302008,3624.1697159448,345.07157135166,8.66459802452374,275.363666564678,2734.76414225177,1095.44438929998,6.87162681232542,21.1236996481089,259.747965511136,1877.80170688225,386.259811083898,2.49597260780194,11.3230654523895,13.9665991844412,82.0000072547798,45.3391926014563,0.499078148720934,1.78272356083169,43.2775679006443,48.9110648547124,67.47002668351,31.4393819383586,19.6497759932799,38.5025773841874,53.3196121843988,48.4192372150055,58.2797092779855,87.5721951146979,2.92997752371429,5.85030212822757,48.9869967866804,138.751113085386,170.037597273397
32123,FJI,999.0,0,999,999,2018,1.2773759627225,14.4387443599057,1.13250162453802,47.0414924344037,6.46302095781956,16.9577151524632,4.22830980124442,66.9377391799199,3.41169826945134,1.2773759627225,759.887674359125,110.162577014264,2356.81943259606,221.03494075996,11.8100943940091,110.72528043382,2591.95491226965,493.895842096877,14.2126859893576,10.9108255013292,191.087259780958,752.902123212597,310.010372740437,2.52716240490272,11.3915490250956,17.9192534635142,59.0125886068894,57.6064989233741,0.652009260264937,0.604722464025552,11.612768486538,151.793506143255,8.38972303894864,1.4212664477184,46.1921370736075,35.7309571761186,21.3402437790972,13.0141432461204,47.9421397376679,353.181215482895,4.36746815957721,27.1231479796243,20.1261115556417,198.406314318731,97.0736678354662
32135,FJI,999.0,1,999,999,2018,1.264238157439,14.2274665871335,1.14163096620099,49.3572971774592,6.24549504220921,17.1907684749801,4.29520604377714,75.8478494125884,3.38937580734332,1.264238157439,803.876163383323,107.039709863822,2438.4614815284,219.199169081214,11.7238656249866,107.423497627703,2563.50152274265,523.557981449596,19.0387487674898,11.3208460932139,188.326986634887,812.343050180899,305.143465709654,2.5405499001542,11.3946696212746,18.3177733000826,58.2906506340445,58.7885939823899,0.684008059797394,0.572524810646635,12.4192073119339,139.559544394093,11.1356621171073,1.88033414077784,46.7960373872776,38.9137153398322,21.736476818304,12.8100579919531,50.5013223653434,343.744733391451,4.43469725276995,30.6157760580746,20.9942014188942,222.625816831162,121.236309426552
32687,FRA,999.0,0,999,999,2018,2.08391818978111,21.4833113869647,2.28128650296852,183.605837576599,14.1301314630377,13.4977701652021,2.44457748968018,109.477995261238,4.8083155573531,2.08391818978111,703.973945824347,89.3327869362217,3593.07007041272,368.520119444306,14.5158155355691,184.057942367147,3618.76174232011,1087.91524704844,12.5929756540147,20.1835634366603,404.610306073687,1342.09429529855,715.672889998676,2.66767104612298,11.5675380683103,14.633466683508,112.98040770996,38.2402468041206,0.653864211278209,1.67918192840524,16.8685085130891,124.47097721964,67.4870216542658,46.7086656320771,12.9673303724775,32.9842356011146,60.1669983525325,38.820712133819,33.3880023593491,154.476803658161,2.60499770717517,14.5147428931515,40.1453714756034,155.908434700216,147.011427164914
32699,FRA,999.0,1,999,999,2018,1.32594492014068,13.3525908092532,1.51134736167561,190.521220220744,8.67822687550167,8.90642766477336,1.65319560802532,86.1787067645433,3.00429751858332,1.32594492014068,747.413175251039,84.7770302306483,2375.57683675439,240.230353693821,8.94140883781682,184.088913154934,2206.29925394082,759.401040345595,13.0348991159882,14.1208607818601,255.521547710988,1388.61966489653,716.133961329295,2.68285117282233,15.3767386860042,18.7551339401317,69.7524668891764,47.8487814051759,0.708197722304408,1.64361501803174,17.4964638608221,87.0702267082011,73.8487241406211,29.2495119042032,9.5912485694517,27.5196380727847,36.7525725786002,23.9313406083824,33.4515358592018,117.322921644211,2.28451242541371,12.250919790692,28.1601948153846,154.844148250886,154.271478793971
33251,FSM,999.0,0,999,999,2018,1.24670736949734,15.2308177100275,1.31091043091346,22.9327393014827,8.09803880981313,23.3529838047415,3.98263971433844,65.9762575235583,3.24046489177641,1.24670736949734,1682.39529826528,123.631133006936,2450.00456178526,236.079204680129,11.2886198234101,94.0858197012351,2737.95594949275,513.051285882073,14.9032710916946,8.61217089941842,207.917888120663,977.1937484500592,819.03081602248,2.58758497400091,8.98579254058893,14.3007227255873,62.1358808903187,57.9307801194415,0.360643999755474,0.124787227798773,8.65864533277843,153.211278807884,6.04680152384724,1.71746899193096,32.0009791467329,56.8860156275839,34.1258156901839,31.1670888984858,33.0529411400006,480.821013395563,2.85523403935225,25.8029876977007,0.947339226177632,131.251116745942,128.845453850756
33263,FSM,999.0,1,999,999,2018,1.24113786240028,15.0851730461898,1.32307586284111,23.9945993534662,7.84485502426037,23.4099696565281,4.05839327900477,75.1270717741654,3.22017720167985,1.24113786240028,1782.91794062115,120.076633260629,2551.98167770689,233.743932321452,11.2330729201238,90.7115647197443,2708.35191066669,543.899120142548,19.7042226350451,8.91268541192206,204.858195096651,1051.47905348872,810.467147975926,2.60386988443738,9.06046958714615,14.7228234981359,61.5254318051085,59.1556302202792,0.378858634281308,0.1197214499761,9.3211767282147,140.420826823755,7.92367343786047,2.26443872947747,32.5233988660303,61.7228931756269,34.6671950103852,30.6643424825499,35.3966633846139,470.498718090286,2.91007437295318,29.2355686331511,0.983406162570136,144.84386796096,161.651627038111
33815,GAB,999.0,0,999,999,2018,1.04307535962433,7.57530645357422,1.35143134799651,59.6420341325512,8.67916851720798,12.2328644659256,2.2366272929637,63.199115242393,2.8759838446666,1.04307535962433,1532.55947940493,95.2496095283299,2513.14544121913,251.785215768523,11.0531440868696,95.3249624775879,2124.82403862507,766.547239783289,2.58811457655267,46.7695345135349,165.5871569841,861.481167181847,330.216446245843,2.71553584653321,13.4412112481115,11.0716555325285,52.5744587507736,55.9440953198515,0.557101823185632,0.207993474371733,21.847337002386,199.125776920389,6.54965254400983,0.833037998109013,11.3080562335488,30.9684820527353,29.5685892435998,8.29364282884156,49.920884613365,157.098514027988,20.2994399564113,2.4971816212476,59.7174195048907,117.98433655681,68.4716537518454
33827,GAB,999.0,1,999,999,2018,1.03996512633361,7.28572257272747,1.33145114741028,65.8228868306802,8.33054536630059,11.9862074477867,2.1932625900246,70.1649563112452,2.66440909370276,1.03996512633361,1606.90213825551,92.382272836394,2549.29694004316,248.400456667227,10.7496286596911,91.6906262911086,2017.21241177326,779.855189770051,2.95537545375567,46.8879747905146,157.293301933817,886.764187773606,307.335292282578,2.73237020087187,12.9005314557859,11.4872915181082,49.6471201260143,59.8954454037025,0.567886143223504,0.210322069439921,23.9324372427145,186.926786103614,7.83106432696303,0.984219845648501,12.6314487607851,32.5384605863817,35.1245367015074,7.32515766248086,49.8128463925715,167.43881860971,20.0417811850941,2.72532344489206,54.2343703513547,126.561965338522,71.1035805421257
34379,GBR,999.0,0,999,999,2018,1.6122424541195,19.1302864576976,1.67946251155267,198.756109323089,9.212279455558027,4.00288783407767,1.62375961237371,88.1523928897816,4.62349849623812,1.6122424541195,208.927156983986,92.4938227045493,3093.56708590503,270.692540339738,6.91730310350143,183.527134419994,2603.49696069602,785.46581428589,10.8780310861189,11.0260690113151,272.294660866728,1758.82225706947,219.185190970701,2.62127069303253,14.1995528675998,11.9659156950918,69.2267226587834,55.0519233201207,0.641328678446354,2.23152410193348,34.9097049732098,165.052721655368,46.4177226706342,39.0924157576118,18.5675666552882,28.5961479586345,44.0192832162173,37.2172772295837,43.9466264362772,115.275640520642,5.49074329566,41.7614591506148,132.721436259307,104.106650028021,78.6325479383361
34391,GBR,999.0,1,999,999,2018,1.53940290358198,17.6644966303616,1.61856957423288,209.401953046388,8.54706814235257,4.2200020626937,1.6859041328007,94.2470234394634,4.38997573181232,1.53940290358198,212.613632697508,88.4268566951617,3079.93369462153,265.018682152264,6.7406827904219,180.954958308367,2454.72832398359,832.331427989647,11.4599210827872,11.6728239747452,275.790626396717,1879.95353449372,214.448181832717,2.62625631783362,14.2205489418178,12.6007897917926,66.488883190581,57.4627755811316,0.691949588530867,2.26141610182721,38.018051420507,157.081470395772,56.9102646701931,38.4385961204209,18.2890162549805,28.6868396257093,39.094654185137,29.875543550102,48.3709853261892,106.156038420917,5.29072105925498,38.8591157786219,125.087777798839,130.317081805387,103.54190222446
34943,GEO,999.0,0,999,999,2018,1.57429041242865,17.3652639598126,1.43811027939909,92.3183617394607,14.2345578629738,11.7296145399881,3.85773695016078,40.9152269520103,3.86513343771383,1.57429041242865,655.873693134278,26.1312126935423,2699.92986943408,331.487738797221,18.7453347671983,95.0839006139138,2758.88677118214,583.962713147958,9.41082480525246,19.8122158059454,185.853118202739,656.839138774343,392.200484300056,2.53081443690619,17.4171399230084,9.106180435382893,102.311470899319,48.891014943601,0.357698333312877,1.98490765385191,35.6317435670169,78.0143619952242,52.6065689479481,67.8045260236591,21.8311480063999,55.3111053998066,16.0031417273348,71.9434596724188,42.4540881264567,400.487911397938,6.39719964716626,35.9347147953247,117.224243551397,80.2709534849803,63.9796609285867
34955,GEO,999.0,1,999,999,2018,1.49422462257477,16.0780957752794,1.36740877874383,95.69498944353208,13.131497612958,11.3959217316204,3.44130086823172,43.6219998370084,3.48545766203652,1.49422462257477,669.33570874328,25.6268609814343,2685.1997266715,316.207896760585,17.4960671274989,84.4039012994774,2470.54891845131,605.735864487543,8.58644029187226,19.8876273998657,174.27105291226,571.150532747827,343.393529825663,2.55006110073129,16.5512258412392,9.482017372231628,95.524451690663,54.5487429383489,0.368093976010787,2.04970604376514,36.5110293214491,66.4174416028459,60.5364885758533,69.0561763056708,21.0271288558276,58.1146357530147,14.3762785363778,61.6222291454104,44.4107656319412,392.889848334067,6.07372960754986,33.0303056049095,105.118365891653,94.577982829676,78.9137311796671
35507,GHA,999.0,0,999,999,2018,1.94802253248936,19.149205153376,1.24420027161565,29.2596321321484,8.07584172954577,10.5084970333773,2.39440692224846,129.651283445601,5.99544571730288,1.94802253248936,2466.95544115741,86.6606922868816,3282.83896149182,336.487706781819,12.128588188572,89.5624598670844,2423.42199509407,357.312320329057,7.05334354123233,26.9295697133885,95.7053417345303,420.630989556621,161.017368624515,2.61091677247574,8.2757407131274,7.15927433424531,66.1379555027031,67.2959267031925,0.4957437087166,0.104862154965529,11.4296983719024,205.591742625709,1.77541838205751,0.590616489073923,11.0144769514714,85.9074660062735,13.767136894512,2.82612968944044,11.1380165636812,212.052802923132,29.4754536444477,18.9588202971756,2.34106122628614,134.352087070715,86.9069910769779
35519,GHA,999.0,1,999,999,2018,2.06715804533217,19.3853955283049,1.22029813982178,32.3278100591059,7.80087835509309,10.7351431277876,2.47664920552546,144.47841074073,6.51041482762076,2.06715804533217,2565.3292869739,84.3732223787011,3311.70157580841,337.804108489756,12.4211983452832,86.1013849881069,2457.18834520386,355.631398652127,7.98305572807161,27.8035865519706,85.9510465135927,450.762074844283,152.176648976847,2.62508865970687,7.47356889962636,7.11634345980797,64.8962339459644,70.5929361326834,0.472477597002362,0.104650319811611,12.4040354535603,210.061984555527,1.68786182415109,0.589186376449051,12.4999634596552,94.8430715670801,15.4009457748458,2.369570128502,10.8847621208625,222.982155159008,29.2079785742817,19.9580147957007,2.06824170360371,140.577287661478,88.8537048103129
36071,GIN,999.0,0,999,999,2018,1.34172591897099,14.9717426895713,1.00290988273212,28.2861971696847,4.43406396139552,7.37408319403257,2.37904488891967,71.2762061374236,2.21981535367021,1.34172591897099,2629.50234288389,94.970359077215,1726.18935390272,229.846970960944,5.17668013571422,91.4656963368993,1764.90559216442,426.938587879533,0.338081082098833,19.853073681592,165.173339320286,642.459133354789,67.3593918484396,2.57063759235235,12.1142041783144,9.212476763607167,52.6152236543214,61.3030210003308,0.520193224898473,0.398091156122004,6.0053423716601,60.2351360384118,3.76298800224513,0.744137873958548,3.73898547274322,15.8836369446127,12.8767577820568,18.7618980281508,40.2338258614148,152.709931852973,10.5927788356939,3.19972433514247,306.81502811651,19.6753416273185,21.5562885590976
36083,GIN,999.0,1,999,999,2018,1.36384367642989,14.7779114871541,0.989945769486239,30.2511344031681,4.33565400596328,7.3524060495445,2.41027139342584,80.3573430013014,2.05701711658697,1.36384367642989,2760.718359194,92.7336397582786,1780.73698502679,230.353758201412,5.14167518821959,91.2425903103823,1685.94489942305,437.010923824231,0.38500165411005,20.5687061618575,160.273441122938,668.433813976385,63.9583901527068,2.58505557585743,11.8602710859888,9.67075366661316,50.8516611221676,64.4130168044755,0.526426791858235,0.391371932169774,6.64103716234015,58.0147195910543,4.06248991571403,0.83131524306135,4.29603716116411,16.9885074490418,14.1446084263942,16.339801469119,39.7928407897067,155.290478069262,10.5411930861316,3.28527221366577,284.309055766499,20.6896081183016,22.3438276934327
