,Unnamed: 0,iso3,Vitamin B9,Vitamin B3,Vitamin B2,Total Milk,Zinc,Vitamin E,Vitamin D,Vitamin C,Vitamin B12,Vitamin B6,Vitamin A,Selenium,Potassium,Magnesium,Iron,Iodine,Dietary Sodium,Calcium,Added sugars,Dietary fiber,Dietary cholesterol,Plant omega-3 fat,Seafood omega-3 fat,Total omega-6 fat,Monounsaturated fatty acids,Saturated fat,Total protein,Total carbohydrates,Tea,Coffee,Fruit juices,Sugar-sweetened beverages,Yoghurt (including fermented milk),Cheese,Eggs,Total seafoods,Unprocessed red meats,Total processed meats,Whole grains,Refined grains,nuts and seeds,beans and legumes,potatoes,non-starchy vegetables,fruits
38915,38915,GRD,1.28365420682335,17.1442407125107,1.11755177699009,79.806231973234,3.97542605401871,12.8371972275286,2.86931479075644,53.1981131188475,3.05621247976943,1.28365420682335,898.28447974966,118.681212511151,1529.11513196507,306.322490145563,11.1714079383273,156.814628516831,2184.67708870139,721.630018609729,7.05582048572016,20.6303736931568,189.617866094717,685.378502549943,326.869009094339,2.64413646035767,7.27478565104141,11.6089702231972,57.0847777512809,56.0847387360271,0.413705872694442,0.12823555026,23.4497622291482,211.880707166899,17.4236450113607,6.4392824818168,29.9121807557753,24.762323624372,23.5361370421582,9.82461926416995,23.128381722541,247.564525586502,0.0319607672110603,28.5384992132837,16.0884661635611,252.279045428903,121.463786793676
39479,39479,GTM,1.42681253511934,20.3996993448034,1.17856449106954,58.7103253898149,11.2141939054014,4.39737448368184,1.79440902532399,56.4064513410915,1.96610683469542,1.42681253511934,1349.2571257051,80.4823281193069,2155.8050639273,388.055178197022,16.4496063068784,155.820380545977,2615.67440547402,764.39185844571,31.2937239187227,24.5729727088748,225.058201154922,1002.4518037093,11.8691867628337,2.71672828631351,8.06731454547579,5.08980537636525,51.1237346373227,68.4945892206605,0.530946806338428,0.324420630565997,17.8566495925212,258.063060601185,13.7607317425137,10.6396279555241,25.1155754114758,6.02289369413349,60.1928899041934,42.3814013512313,22.9620673527569,304.403665400124,2.59157300932589,46.0855102435475,26.9758986063711,92.362768581522,75.6263281327174
40043,40043,GUY,0.968522185540067,14.7536923694858,1.19884115317512,133.882167620618,6.44604362419866,10.1719203217495,3.0727323590754,66.6902324383007,2.94073208468598,0.968522185540067,1651.63909282628,122.59150448587,1973.71952712716,169.112898621261,5.92224271131742,88.691236307693,2230.751210826,730.781826275543,13.2384505657937,8.91913035272239,228.142482216991,384.12659102257,62.3673617186684,2.39240364158495,15.4829135268118,9.54366401726342,75.4317047452929,59.6018402043956,0.517629176674998,0.536659029867039,21.8653224207839,289.628515319163,15.7757038842692,7.56107145973303,22.9696831895861,43.3715396365653,46.0858240071595,71.0384537948904,4.77608789346721,266.418306813419,8.29397456495665,21.3686361635644,31.7060036075528,145.074091585021,202.809923301109
40607,40607,HND,1.20152505353613,17.5861808111916,1.22049271951156,75.0020549092281,6.56016622713028,8.03260594315141,2.81678127351968,87.6289176442748,3.15917140486136,1.20152505353613,1355.5497661447,110.83681036767,1764.49263418675,261.408428681801,6.67982403371977,125.2145249481,2341.92118364711,707.620295369331,20.2819401263845,18.0204429465764,236.759032448265,592.073611208446,38.3542549935625,2.54121665102941,10.5877801469029,9.7516903148149,57.650486279518,58.9270763666684,0.533654261771794,0.230786976425186,26.0444751783247,350.732388873302,2.82979475649597,9.266759772255607,26.1260154138624,12.1555505908179,31.7589379891453,58.2864011303374,25.0263317609846,238.745463732754,4.59535512881074,41.1031819915978,41.4759525570951,29.496277804209,88.8317808724018
41171,41171,HRV,1.81096099444394,25.8585974603257,1.44661062139907,228.477184824288,6.39998943371225,10.0788329585836,4.69249360937155,102.456777783001,3.87153579542757,1.81096099444394,1919.05969489166,26.7765408472567,2320.50235836518,236.425319804559,12.7441627516194,108.691355390272,3026.21076019627,768.771705195064,12.2701886668847,36.3771508635306,414.777879722713,776.908695227395,1004.95074601332,2.58855347260872,13.3476892831683,13.4725948327912,90.0434538851655,48.4679290552421,0.702089899489346,1.4611510554017,23.7017254663389,79.30822085836,89.0658750468564,29.7893658454307,29.2070995160793,38.9986148348534,252.318344276398,112.203483290145,58.0846098350191,172.893438666081,8.86476031061351,8.22299254323675,79.3613170007221,480.842419855461,59.5489670738657
41735,41735,HTI,1.32090171596396,18.5826037807591,0.994067404618794,65.3267846036912,4.50879052469904,6.42530900696773,1.66729495573823,77.6113499586154,3.00135097589316,1.32090171596396,1584.8153197041,108.401232070735,2068.08441987091,255.289726331163,6.64785696061569,73.8670549132957,2009.52793439789,658.204728754999,1.32121059775284,8.41146032443391,175.898973294248,818.850217532373,45.7723836590723,2.60293044380596,16.0010800289528,6.86405988817563,68.9386216056944,58.897988825271,0.517726145637803,0.118951889241134,21.1505495188881,114.443150355069,1.8268537801657,2.17336205323029,4.9021414120206,20.2094781158899,16.1373892055185,17.7621982869218,25.6598226162465,257.653684817008,5.17560344939353,26.8157606315004,78.4290853300795,80.0529527798079,69.9661382372416
42299,42299,HUN,1.36647836592308,14.6623817080839,1.38032493382539,57.9220642120361,6.08845803600369,9.66861025277063,4.06236236545593,66.9912490085771,3.82766314990961,1.36647836592308,1214.42793133883,28.3478981696407,2285.79178101862,183.276944857856,16.3105784419927,113.781490947689,3668.59333343651,476.000761083948,9.44653688427764,9.86790200833617,296.46841063363,432.851352129302,309.859258914833,2.93543118128291,11.0938508722787,14.2110897077868,59.2473572159961,45.9973047324724,0.634744864563986,0.0109478294309813,13.6915431595978,73.6365343991376,89.2661074460683,23.4158265946696,25.6770609218773,11.9020869874217,21.6848408643979,12.1347753569127,44.686943919441,48.0364964864076,1.63651097601284,16.183507636216,18.0831043742397,62.1195974658891,59.9620799813876
42863,42863,IDN,1.40223111520935,7.70557676563567,1.19045728824744,42.7460543150884,6.00067462277785,8.11280114256606,5.34830942380803,54.1304873168137,3.03470512783969,1.40223111520935,508.467842243314,113.695565900564,1367.27123958442,213.266822715187,12.6714713046459,100.215518938579,946.843135024077,525.674197083341,11.1887151247715,11.2463874372462,217.861464020504,235.959143132571,1709.03913637623,2.61744498853065,10.4558641649509,17.2718859658029,72.2717366987537,58.9947336889943,0.583624342833307,0.391277489331024,7.85643489493641,40.9865959503305,1.67935677954469,0.831445624216159,27.5304296479979,56.6764085339167,25.6084816137847,37.1233716191858,29.556724945532,272.57218467083,5.1308868218766,27.5328633470221,26.6295011696867,160.46305388949,67.0369763617495
43427,43427,IND,0.832645891259689,13.4320071375591,0.652240366325804,91.337567531663,6.09295170473388,10.6043503607002,2.18204412321427,61.6944439596449,0.907105782330334,0.832645891259689,375.06494549279,80.8720498407102,1115.88408873293,399.980906259381,11.4031954738804,89.5546641605404,2822.06050723347,422.469356956159,23.5918422173126,29.1549184330476,74.7294887989328,490.384692397772,45.2268225865397,2.76540652881772,6.67166441476405,5.9868684198145,45.3309871440438,64.2341323291089,0.709753294811448,0.806868995668404,2.36602956498098,8.02451565056491,7.40659102133144,0.532670249506823,4.19533797550784,9.60901058735913,3.38125976747967,2.90899122008861,121.849371155986,302.388175403282,3.24981982792439,24.8755873337748,44.5994190064736,167.813116782016,35.7867372999914
43991,43991,IRL,1.76016417422663,25.5705825227788,2.02288868178911,492.319625591089,14.2667397870114,8.61523004418306,4.88836927270011,117.862671885485,4.54345467392121,1.76016417422663,658.035332343251,87.2589817431382,3732.49368526392,339.471775916835,10.8446492108099,163.564158710741,2412.64808409926,818.574352877226,12.9199428759897,12.7088323349837,229.99650180091,993.1796155078068,149.527774874259,2.59106787754359,13.4602083371875,15.1258089451664,68.6265784620828,47.4069185821222,0.635225034593221,1.47061013882659,28.9851416416137,119.468101380609,56.3370127550131,42.8037797928957,15.8599072116147,13.1636091321324,36.5940085706635,35.1741197582583,18.8684907877368,53.6085887502091,12.8969460197365,22.2864948645613,108.163785756108,116.584340547302,78.4156773523174
44555,44555,IRN,1.8891347841319,15.4086057757483,1.72147498161281,38.4887884822601,8.19707688788034,7.95367036935426,1.04442469895634,79.1958008890692,2.71155725569876,1.8891347841319,665.357646081364,136.953276108102,2922.46689387425,253.86533257064,17.9363745212429,129.200647763937,2695.01523970162,760.116162987805,11.7257953926484,24.7960600907983,166.361310389992,970.421822345145,340.658596718563,2.83189000837734,9.732375283006093,10.2680956412549,68.092531876392,58.9317214151846,2.28970120153114,0.0652521280296489,4.82938542976216,106.931252464991,70.7903331859359,11.4999492835368,14.3984587477979,8.71819783955381,16.2660490016427,6.6094570561696,51.6142311412696,458.262044059318,7.00500769589539,15.4473399773411,27.9789229753014,227.334486941509,168.590467619044
45119,45119,IRQ,1.6814763041042,22.521829564923,1.24971959385967,88.1325924751237,7.69996367420079,8.49334342857093,1.20517681807476,98.0987572728484,3.34139504328834,1.6814763041042,369.660101762537,163.990936081574,1848.80072139318,295.616375867048,18.6764224904748,136.344703420776,2721.61257625817,543.114084861971,4.13515432555101,14.9994852130765,248.832357496337,852.300319655752,14.8341715285802,2.74521002278977,16.1970140502161,9.726556349517352,84.5697585694638,55.7518744109945,0.566373161777597,0.573790223005633,26.7361510379543,212.338862463376,49.3475018684006,23.4532604731346,106.137785249001,26.4431244860744,54.1135082337207,38.6433767313511,9.3810137828282,353.658453764146,12.6502461342114,36.192410469195,42.0913614156112,115.951795148414,102.931618452849
45683,45683,ISL,1.75082841262082,20.0908022709013,1.79348241202424,320.37887914295,10.6516362466467,14.6530735444204,4.21095630981506,93.5573087913305,4.60893575660713,1.75082841262082,1615.94986756134,91.8611390922852,2786.41601948098,293.681893610273,8.07468001475719,176.566350650842,2500.12048851558,1056.98154752718,29.4560768250462,14.6783828991816,309.977149633836,1436.40985325647,995.559027253727,2.47307913330074,15.6469510167274,16.3097025652598,91.0095859794171,47.9414900034839,0.69394581004166,1.15974983096319,45.0948934946581,138.801371522644,63.5586401370952,35.5069942854097,19.0927058461033,46.7031777397653,59.6451285180795,24.1984240477499,74.59464893083,98.2908417582346,1.36910705097475,5.3561722244837,26.6161536949191,69.3403333729606,76.0812955646829
46247,46247,ISR,2.02682758754111,18.9082971912254,1.52106416378908,148.525652216707,9.5842478169976,10.2269631534847,2.96354276043097,100.082973371218,3.25813057041977,2.02682758754111,978.874211170036,153.66456419325,2307.44928102206,296.207832574975,9.2168794248558,164.266881218481,3086.38421333278,527.305973065662,11.9766661387362,10.1635364469325,311.347523843256,1690.14638875057,95.78146264248268,2.66754122041643,15.5177943857711,8.4266864855604,67.0738821659434,51.7761901956685,1.18725982659628,1.2591444356982,23.1425426761931,174.370594533879,149.706264649429,72.1111825834147,60.8627071093624,127.507656225885,131.518447422255,89.9480982802525,52.8703907536286,220.721384838614,27.8435509152413,70.6217839381542,131.986936683831,83.3442785469441,133.917249157938
46811,46811,ITA,1.501500332332,14.8468623700759,1.62294456225939,102.790665805297,9.10468376310304,6.04989471989729,1.58021890368878,81.8745204522353,4.47845126611761,1.501500332332,620.321196100788,84.79016981853,2798.28907828984,254.012135005466,10.6760485266979,193.685966567823,2449.45597541403,710.957010849281,5.12466401433318,18.4200508192963,277.227106775539,335.347476242688,691.263831650673,2.49805045976113,15.0432011179251,11.5655894229335,86.1066305807291,43.9359725018975,0.508680440669027,0.195174562459885,13.7585002762112,57.0845165850315,16.1354704537764,19.5590794818661,13.8086003096747,61.3519836059142,52.8338072556772,20.272489938965,9.21676828071022,344.268563696778,3.33218300795328,13.7709661096029,32.8388738877525,149.439166487167,199.418173410848
47375,47375,JAM,1.38084396489309,18.4403243049189,1.26084503946469,129.107261808826,4.5077585824899,3.56095993058041,3.00052697681733,85.8506785864217,3.26075169376563,1.38084396489309,1040.72155514906,113.014963037814,2202.18281297325,240.972080370665,9.79756649358506,125.55590687728,2340.47310371964,1350.35176238783,15.2036004297042,14.6591151533947,260.820938433715,705.284087756516,55.0458195301486,2.85396723372011,9.63332129431523,5.66431718339972,94.5005149753634,56.4134699026709,0.539407444183627,0.400285989617748,21.3566306599623,331.881564039077,15.9626421980738,9.8018771214717,26.5997338177215,46.5852033415193,12.3425976474583,13.6623662758707,21.950570475128,247.637878497069,3.09162958745702,11.3601634237773,20.1214617161294,148.858285845766,176.66755802495
