,Country Name,Dietary Sodium,Added sugars,Dietary fiber,Dietary cholesterol,Plant omega-3 fat,Seafood omega-3 fat,Total omega-6 fat,Monounsaturated fatty acids,Saturated fat,Total protein,Total carbohydrates,Value
95,Dominican Republic,2300.81576282413,9.19403232621826,18.4993671770362,267.338386452293,837.436110040291,136.880266443812,2.72541896443696,10.4246264077074,11.203374840975,68.7183235593017,57.0341658141014,34.1
96,Algeria,3208.59078726459,11.0031255505174,24.4337936701606,393.187871938265,813.2116727933,18.483243130013,2.58544002037939,16.929976042175,12.5784064282248,70.5798069534623,55.3235588010266,19.9
97,Algeria,2996.52832548547,11.2764291775522,24.7004261744092,385.588495905123,879.294993055984,17.75379961938,2.59802591566082,15.7886058544482,13.4375065754631,65.4724796340783,57.3232156123539,34.9
98,Ecuador,2544.57080815688,11.3289075580618,20.2475990787375,269.668314292491,806.986502271688,100.488952197535,2.63099742623511,8.68912572425302,13.0991061791696,25.6684072032974,61.3365138434703,14.9
99,Ecuador,2465.7097137659,12.0187084485062,20.6966719378517,258.672151535803,766.2745488639,94.85610651939072,2.64446650629264,8.71514561839567,13.6635270892591,24.0355093243395,63.0389431033693,24.7
100,"Egypt, Arab Rep.",3100.16519716084,10.1643603547375,38.2619409728718,271.456406834501,552.68081540382,79.8512432844439,2.59674561015882,19.9811245427561,7.63784403225031,70.6873862372932,56.4542339909562,22.7
101,"Egypt, Arab Rep.",2894.74534548838,10.4579781288182,38.8112721328472,251.081393923274,593.250584882856,77.6925157132713,2.61103198428634,18.7809844786774,8.1872436527215,65.9833656963426,58.4703428326479,41.1
102,Eritrea,1990.77604295562,9.66375344372391,28.2114082337948,151.470559267422,680.013508001695,93.64609298324308,2.59220396549322,11.5437018739365,9.0948755771462,61.946423138237,59.6997321669409,2.0
103,Eritrea,1897.48350490729,10.4511655566458,28.8459273260679,145.617781889984,708.417322103946,88.7837958630449,2.60581641803923,11.1871251282673,9.503397941171173,59.201935386596,63.1035165130987,7.6
104,Spain,2809.94976343721,7.05620037475771,16.1219778753018,281.122591711015,1961.50878915714,1091.27726898888,2.75599933251686,11.4481245906186,12.5423425069613,85.3145232309722,44.8155435476879,24.6
105,Spain,2486.44513877066,7.48489266402927,17.2217738993802,279.843552563448,2014.06051391447,1064.22043666775,2.7709982873182,11.3694242270987,12.9552965739089,79.4505312009579,47.9265240595797,22.8
106,Estonia,2476.91773160948,1.93608988971881,16.9934856641515,311.631359390599,578.893622487576,309.636109989932,2.53789003618436,13.3625266387174,13.7393813146027,78.7313605122049,45.8367575641266,20.3
107,Estonia,2224.86836275108,1.73524035552399,17.5048060844129,302.173022560112,498.15876099742,247.88702573463,2.53638951502211,12.6349088124959,13.6691845794209,73.5990956721311,49.9116435894398,21.8
108,Ethiopia,2645.75539454975,3.26647304191827,15.7686410718355,94.4503854617356,411.59090222994,0.819634668668371,2.45629131012293,19.8188521072515,6.45865696189885,67.7973960111807,63.2607235006939,1.9
109,Ethiopia,2542.26862159034,3.8939534363942,16.2534780212969,90.9281017200358,426.03541314025,0.767783161046645,2.4703384659468,19.2507680408761,6.83203718860959,57.8685506343649,68.1545619103376,6.9
110,Finland,3096.29618262973,6.49423453805603,20.2870060210252,254.695046780389,1817.64061514768,392.875929132925,2.49820885094267,11.654418833559,13.8805687686559,87.3700628313709,42.7821424871453,23.7
111,Finland,2734.76414225177,6.87162681232542,21.1236996481089,259.747965511136,1877.80170688225,386.259811083898,2.49597260780194,11.3230654523895,13.9665991844412,82.0000072547798,45.3391926014563,20.6
112,Fiji,2591.95491226965,14.2126859893576,10.9108255013292,191.087259780958,752.902123212597,310.010372740437,2.52716240490272,11.3915490250956,17.9192534635142,59.0125886068894,57.6064989233741,25.1
113,Fiji,2563.50152274265,19.0387487674898,11.3208460932139,188.326986634887,812.343050180899,305.143465709654,2.5405499001542,11.3946696212746,18.3177733000826,58.2906506340445,58.7885939823899,35.3
114,France,3618.76174232011,12.5929756540147,20.1835634366603,404.610306073687,1342.09429529855,715.672889998676,2.66767104612298,11.5675380683103,14.633466683508,112.98040770996,38.2402468041206,22.0
115,France,2206.29925394082,13.0348991159882,14.1208607818601,255.521547710988,1388.61966489653,716.133961329295,2.68285117282233,15.3767386860042,18.7551339401317,69.7524668891764,47.8487814051759,21.1
116,"Micronesia, Fed. Sts.",2737.95594949275,14.9032710916946,8.61217089941842,207.917888120663,977.1937484500592,819.03081602248,2.58758497400091,8.98579254058893,14.3007227255873,62.1358808903187,57.9307801194415,40.1
117,"Micronesia, Fed. Sts.",2708.35191066669,19.7042226350451,8.91268541192206,204.858195096651,1051.47905348872,810.467147975926,2.60386988443738,9.06046958714615,14.7228234981359,61.5254318051085,59.1556302202792,51.5
118,Gabon,2124.82403862507,2.58811457655267,46.7695345135349,165.5871569841,861.481167181847,330.216446245843,2.71553584653321,13.4412112481115,11.0716555325285,52.5744587507736,55.9440953198515,9.6
119,Gabon,2017.21241177326,2.95537545375567,46.8879747905146,157.293301933817,886.764187773606,307.335292282578,2.73237020087187,12.9005314557859,11.4872915181082,49.6471201260143,59.8954454037025,20.3
120,United Kingdom,2603.49696069602,10.8780310861189,11.0260690113151,272.294660866728,1758.82225706947,219.185190970701,2.62127069303253,14.1995528675998,11.9659156950918,69.2267226587834,55.0519233201207,26.9
121,United Kingdom,2454.72832398359,11.4599210827872,11.6728239747452,275.790626396717,1879.95353449372,214.448181832717,2.62625631783362,14.2205489418178,12.6007897917926,66.488883190581,57.4627755811316,28.6
